,nom,heure,date,etablissement,prix,adresse,commune,geo,Type activite,arrondissement
438,Jeff Panacloc : À la poursuite de Jean-Marc,18:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
439,Jeff Panacloc : À la poursuite de Jean-Marc,20:10,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
440,Jeff Panacloc : À la poursuite de Jean-Marc,22:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
441,Les Inséparables,10:45,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
442,Les Inséparables,13:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
443,Les Inséparables,15:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
444,Bâtiment 5,19:30,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
445,Bâtiment 5,22:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
446,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,11:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
447,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,14:30,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
448,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:45,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
449,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,21:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
450,Le Grand magasin,11:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
451,Voyage au pôle sud,10:05,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
452,Voyage au pôle sud,12:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
453,Voyage au pôle sud,14:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
454,Voyage au pôle sud,16:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
455,Voyage au pôle sud,18:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
456,Voyage au pôle sud,20:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
457,Voyage au pôle sud,22:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
458,Une équipe de rêve,10:05,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
459,Une équipe de rêve,12:30,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
460,Une équipe de rêve,14:45,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
461,Une équipe de rêve,17:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
462,Une équipe de rêve,19:45,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
463,Une équipe de rêve,22:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
464,Follow_dead,20:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
465,Follow_dead,22:15,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
466,Inspecteur Sun et la malédiction de la veuve noire,11:30,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
467,Inspecteur Sun et la malédiction de la veuve noire,13:30,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
468,Inspecteur Sun et la malédiction de la veuve noire,15:30,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
469,Les Trois Mousquetaires – D'Artagnan,17:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
470,Rue des Dames,13:00,ajd,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322",Cinema,
471,Wish - Asha et la bonne étoile,09:35,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
472,Wish - Asha et la bonne étoile,11:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
473,Wish - Asha et la bonne étoile,13:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
474,Wish - Asha et la bonne étoile,16:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
475,Wish - Asha et la bonne étoile,18:05,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
476,Migration,10:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
477,Migration,12:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
478,Migration,14:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
479,Migration,16:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
480,Migration,18:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
481,Les Trois Mousquetaires : Milady,09:35,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
482,Les Trois Mousquetaires : Milady,10:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
483,Les Trois Mousquetaires : Milady,12:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
484,Les Trois Mousquetaires : Milady,14:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
485,Les Trois Mousquetaires : Milady,17:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
486,Les Trois Mousquetaires : Milady,18:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
487,Les Trois Mousquetaires : Milady,19:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
488,Les Trois Mousquetaires : Milady,20:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
489,Les Trois Mousquetaires : Milady,22:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
490,Wonka,09:35,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
491,Wonka,10:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
492,Wonka,12:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
493,Wonka,13:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
494,Wonka,14:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
495,Wonka,15:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
496,Wonka,17:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
497,Wonka,18:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
498,Wonka,19:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
499,Wonka,20:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
500,Wonka,22:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
501,La Tresse,20:15,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
502,Napoleon,20:15,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
503,Aquaman et le Royaume perdu,09:35,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
504,Aquaman et le Royaume perdu,10:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
505,Aquaman et le Royaume perdu,12:10,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
506,Aquaman et le Royaume perdu,13:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
507,Aquaman et le Royaume perdu,14:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
508,Aquaman et le Royaume perdu,16:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
509,Aquaman et le Royaume perdu,17:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
510,Aquaman et le Royaume perdu,19:10,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
511,Aquaman et le Royaume perdu,20:10,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
512,Aquaman et le Royaume perdu,21:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
513,Soudain seuls,17:05,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
514,Soudain seuls,19:35,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
515,Soudain seuls,22:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
516,Chasse gardée,10:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
517,Chasse gardée,12:45,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
518,Chasse gardée,15:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
519,Chasse gardée,17:15,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
520,Chasse gardée,19:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
521,Chasse gardée,21:45,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
522,Jeff Panacloc : À la poursuite de Jean-Marc,09:35,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
523,Jeff Panacloc : À la poursuite de Jean-Marc,11:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
524,Jeff Panacloc : À la poursuite de Jean-Marc,13:45,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
525,Jeff Panacloc : À la poursuite de Jean-Marc,15:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
526,Jeff Panacloc : À la poursuite de Jean-Marc,18:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
527,Jeff Panacloc : À la poursuite de Jean-Marc,20:05,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
528,Jeff Panacloc : À la poursuite de Jean-Marc,22:10,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
529,Les Inséparables,10:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
530,Les Inséparables,12:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
531,Les Inséparables,15:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
532,Bâtiment 5,22:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
533,Perfect Days,16:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
534,Perfect Days,19:20,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
535,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,10:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
536,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,14:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
537,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:15,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
538,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
539,Sirocco et le Royaume des courants d’air,10:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
540,Sirocco et le Royaume des courants d’air,12:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
541,Sirocco et le Royaume des courants d’air,14:30,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
542,Winter Break,10:20,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
543,Winter Break,13:10,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
544,Winter Break,16:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
545,Winter Break,18:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
546,Winter Break,21:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
547,Voyage au pôle sud,10:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
548,Voyage au pôle sud,12:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
549,Voyage au pôle sud,14:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
550,Voyage au pôle sud,16:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
551,Voyage au pôle sud,18:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
552,Voyage au pôle sud,20:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
553,Voyage au pôle sud,22:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
554,Past Lives – Nos vies d’avant,10:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
555,Past Lives – Nos vies d’avant,12:25,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
556,Past Lives – Nos vies d’avant,14:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
557,Past Lives – Nos vies d’avant,17:15,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
558,Past Lives – Nos vies d’avant,19:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
559,Past Lives – Nos vies d’avant,22:05,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
560,Une équipe de rêve,10:20,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
561,Une équipe de rêve,12:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
562,Une équipe de rêve,15:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
563,Une équipe de rêve,17:20,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
564,Une équipe de rêve,19:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
565,Une équipe de rêve,22:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
566,Ma France à moi,09:40,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
567,Ma France à moi,11:45,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
568,Ma France à moi,13:50,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
569,Ma France à moi,16:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
570,Ma France à moi,18:05,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
571,Ma France à moi,20:10,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
572,Ma France à moi,22:15,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
573,Ratatouille,14:00,ajd,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604",Cinema,
574,Wish - Asha et la bonne étoile,10:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
575,Wish - Asha et la bonne étoile,13:00,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
576,Wish - Asha et la bonne étoile,15:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
577,Wish - Asha et la bonne étoile,18:00,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
578,Migration,10:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
579,Migration,12:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
580,Migration,14:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
581,Migration,16:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
582,Migration,18:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
583,Les Trois Mousquetaires : Milady,10:50,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
584,Les Trois Mousquetaires : Milady,13:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
585,Les Trois Mousquetaires : Milady,16:15,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
586,Les Trois Mousquetaires : Milady,19:05,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
587,Les Trois Mousquetaires : Milady,21:45,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
588,Wonka,10:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
589,Wonka,10:50,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
590,Wonka,13:10,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
591,Wonka,13:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
592,Wonka,15:50,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
593,Wonka,16:15,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
594,Wonka,19:00,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
595,Wonka,21:40,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
596,Napoleon,20:30,ajd,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757",Cinema,
