,nom,heure,date,etablissement,prix,adresse,commune,geo,Type activite,arrondissement
842,Migration,13:15,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
843,Migration,15:45,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
844,Les Trois Mousquetaires : Milady,11:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
845,Les Trois Mousquetaires : Milady,14:15,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
846,Les Trois Mousquetaires : Milady,16:50,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
847,Les Trois Mousquetaires : Milady,19:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
848,Les Trois Mousquetaires : Milady,22:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
849,Wonka,10:50,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
850,Wonka,14:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
851,Wonka,16:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
852,Wonka,19:15,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
853,Wonka,21:50,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
854,La Tresse,13:10,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
855,La Tresse,21:55,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
856,L'Incroyable Noël de Shaun le mouton,10:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
857,Bâtiment 5,22:15,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
858,Perfect Days,13:40,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
859,Perfect Days,16:20,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
860,Perfect Days,19:45,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
861,Le Temps d'aimer,19:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
862,Past Lives – Nos vies d’avant,10:40,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
863,Past Lives – Nos vies d’avant,13:25,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
864,Past Lives – Nos vies d’avant,17:10,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
865,Past Lives – Nos vies d’avant,20:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
866,Past Lives – Nos vies d’avant,22:15,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
867,La fille de son père,10:50,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
868,La fille de son père,13:20,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
869,La fille de son père,15:35,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
870,La fille de son père,17:55,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
871,La fille de son père,19:50,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
872,La fille de son père,22:25,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
873,Les Colons,11:40,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
874,Les Colons,14:55,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
875,Les Colons,17:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
876,Les Colons,20:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
877,Les Colons,22:20,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
878,Ma France à moi,11:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
879,Ma France à moi,13:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
880,Ma France à moi,15:45,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
881,Ma France à moi,17:55,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
882,Ma France à moi,20:15,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
883,Ma France à moi,22:20,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
884,Menus-plaisirs Les Troisgros,10:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
885,Menus-plaisirs Les Troisgros,15:30,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
886,Menus-plaisirs Les Troisgros,19:00,ajd,GAUMONT CONVENTION,variable,27 RUE ALAIN CHARTIER,Paris 15e Arrondissement,"48.837759,2.296259",Cinema,
887,Wish - Asha et la bonne étoile,10:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
888,Wish - Asha et la bonne étoile,13:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
889,Wish - Asha et la bonne étoile,15:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
890,Wish - Asha et la bonne étoile,18:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
891,Migration,11:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
892,Migration,13:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
893,Migration,15:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
894,Migration,17:35,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
895,Les Trois Mousquetaires : Milady,10:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
896,Les Trois Mousquetaires : Milady,11:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
897,Les Trois Mousquetaires : Milady,14:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
898,Les Trois Mousquetaires : Milady,16:10,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
899,Les Trois Mousquetaires : Milady,16:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
900,Les Trois Mousquetaires : Milady,18:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
901,Les Trois Mousquetaires : Milady,19:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
902,Les Trois Mousquetaires : Milady,21:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
903,Les Trois Mousquetaires : Milady,22:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
904,Wonka,10:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
905,Wonka,11:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
906,Wonka,13:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
907,Wonka,13:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
908,Wonka,13:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
909,Wonka,16:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
910,Wonka,19:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
911,Wonka,22:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
912,Napoleon,20:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
913,Aquaman et le Royaume perdu,10:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
914,Aquaman et le Royaume perdu,13:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
915,Aquaman et le Royaume perdu,15:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
916,Aquaman et le Royaume perdu,16:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
917,Aquaman et le Royaume perdu,18:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
918,Aquaman et le Royaume perdu,19:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
919,Aquaman et le Royaume perdu,21:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
920,Aquaman et le Royaume perdu,21:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
921,Soudain seuls,15:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
922,Soudain seuls,21:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
923,L'Incroyable Noël de Shaun le mouton,11:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
924,Chasse gardée,10:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
925,Chasse gardée,13:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
926,Chasse gardée,15:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
927,Chasse gardée,17:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
928,Chasse gardée,19:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
929,Chasse gardée,22:10,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
930,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:15,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
931,Winter Break,13:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
932,Winter Break,17:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
933,Winter Break,19:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
934,Une équipe de rêve,10:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
935,Une équipe de rêve,13:00,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
936,Une équipe de rêve,16:40,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
937,Une équipe de rêve,19:30,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
938,Une équipe de rêve,21:45,ajd,PATHE BEAUGRENELLE,variable,7 RUE LINOIS,Paris 15e Arrondissement,"48.848895,2.282585",Cinema,
939,Les Trois Mousquetaires : Milady,13:45,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
940,Les Trois Mousquetaires : Milady,16:15,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
941,Les Trois Mousquetaires : Milady,18:45,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
942,Les Trois Mousquetaires : Milady,21:15,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
943,Wonka,14:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
944,Wonka,16:20,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
945,Wonka,18:40,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
946,Wonka,21:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
947,La Tresse,11:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
948,Le Temps d'aimer,20:45,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
949,Sirocco et le Royaume des courants d’air,11:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
950,Sirocco et le Royaume des courants d’air,14:10,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
951,SHTTL,18:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
952,La petite sirène,11:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
953,Peter Pan,16:00,ajd,MAJESTIC PASSY,variable,18 - 20 RUE DE PASSY,Paris 16e Arrondissement,"48.858204,2.282104",Cinema,
954,Le Temps d'aimer,19:00,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
955,Simple comme Sylvain,16:40,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
956,L'Abbé Pierre - Une vie de combats,14:45,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
957,Fremont,10:40,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
958,Fremont,12:50,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
959,Fremont,15:15,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
960,How to Have Sex,10:30,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
961,How to Have Sex,12:45,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
962,The Old Oak,10:20,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
963,Vincent doit mourir,13:00,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
964,La Vénus d'argent,14:35,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
965,Killers of the Flower Moon,17:15,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
966,L'Enlèvement,21:15,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
967,Anatomie d’une chute,17:35,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
968,Le règne animal,21:35,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
969,Oppenheimer,20:40,ajd,MK2 PARNASSE,variable,11 RUE JULES CHAPLAIN,Paris 6e Arrondissement,"48.842813,2.330525",Cinema,
970,Le Garçon et le héron,16:00,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
971,Simple comme Sylvain,21:00,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
972,"Cesária Évora, la diva aux pieds nus",13:50,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
973,L'Enlèvement,18:20,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
974,Le règne animal,20:30,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
975,Sound of Freedom,16:00,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
976,La fiancée du poète,13:50,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
977,Les Feuilles mortes,18:40,ajd,EPEE DE BOIS,variable,100 RUE MOUFFETARD,Paris 5e Arrondissement,"48.841535,2.34958",Cinema,
978,Le Garçon et le héron,15:10,ajd,CHAPLIN DENFERT,variable,24 PLACE DENFERT ROCHEREAU,Paris 14e Arrondissement,"48.833879,2.330976",Cinema,
979,L'Abbé Pierre - Une vie de combats,17:35,ajd,CHAPLIN DENFERT,variable,24 PLACE DENFERT ROCHEREAU,Paris 14e Arrondissement,"48.833879,2.330976",Cinema,
980,La Pat' Patrouille : La Super Patrouille Le Film,13:15,ajd,CHAPLIN DENFERT,variable,24 PLACE DENFERT ROCHEREAU,Paris 14e Arrondissement,"48.833879,2.330976",Cinema,
981,Interstellar,20:15,ajd,CHAPLIN DENFERT,variable,24 PLACE DENFERT ROCHEREAU,Paris 14e Arrondissement,"48.833879,2.330976",Cinema,
982,Wish - Asha et la bonne étoile,10:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
983,Wish - Asha et la bonne étoile,12:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
984,Wish - Asha et la bonne étoile,14:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
985,Wish - Asha et la bonne étoile,16:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
986,Wish - Asha et la bonne étoile,18:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
987,Migration,10:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
988,Migration,12:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
989,Migration,14:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
990,Migration,16:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
991,Migration,18:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
992,Les Trois Mousquetaires : Milady,09:45,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
993,Les Trois Mousquetaires : Milady,12:10,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
994,Les Trois Mousquetaires : Milady,14:45,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
995,Les Trois Mousquetaires : Milady,17:15,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
996,Les Trois Mousquetaires : Milady,19:45,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
997,Les Trois Mousquetaires : Milady,22:05,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
998,Wonka,09:50,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
999,Wonka,12:10,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1000,Wonka,14:40,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1001,Wonka,17:10,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1002,Wonka,19:40,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1003,Wonka,22:05,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1004,La Tresse,11:50,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1005,La Tresse,16:30,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1006,Napoleon,20:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1007,Soudain seuls,19:50,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1008,Soudain seuls,22:10,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1009,Sirocco et le Royaume des courants d’air,10:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1010,Sirocco et le Royaume des courants d’air,14:15,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1011,Le Garçon et le héron,19:45,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1012,Le Garçon et le héron,22:10,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1013,La fille de son père,12:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
1014,La fille de son père,14:00,ajd,MK2 NATION,variable,133 BOULEVARD DIDEROT,Paris 12e Arrondissement,"48.848213,2.39311",Cinema,
