nom,heure,date,etablissement,adresse,prix
Bâtiment 5,12:30,ajd,MK2 Quai-de-Loire,adresse,variable
Bâtiment 5,14:50,ajd,MK2 Quai-de-Loire,adresse,variable
Bâtiment 5,17:15,ajd,MK2 Quai-de-Loire,adresse,variable
Bâtiment 5,19:40,ajd,MK2 Quai-de-Loire,adresse,variable
Bâtiment 5,22:05,ajd,MK2 Quai-de-Loire,adresse,variable
Simple comme Sylvain,12:10,ajd,MK2 Quai-de-Loire,adresse,variable
Simple comme Sylvain,14:35,ajd,MK2 Quai-de-Loire,adresse,variable
Simple comme Sylvain,17:05,ajd,MK2 Quai-de-Loire,adresse,variable
Simple comme Sylvain,19:35,ajd,MK2 Quai-de-Loire,adresse,variable
Simple comme Sylvain,22:00,ajd,MK2 Quai-de-Loire,adresse,variable
Le Grand magasin,18:00,ajd,MK2 Quai-de-Loire,adresse,variable
La Passion de Dodin Bouffant,14:30,ajd,Studio 28,adresse,variable
The Old Oak,18:35,ajd,Studio 28,adresse,variable
Second tour,16:50,ajd,Studio 28,adresse,variable
Anatomie d’une chute,20:35,ajd,Studio 28,adresse,variable
Napoleon,13:50,ajd,UGC Lyon Bastille,adresse,variable
Napoleon,17:10,ajd,UGC Lyon Bastille,adresse,variable
Napoleon,20:30,ajd,UGC Lyon Bastille,adresse,variable
La Tresse,13:15,ajd,UGC Lyon Bastille,adresse,variable
La Tresse,16:00,ajd,UGC Lyon Bastille,adresse,variable
La Tresse,18:50,ajd,UGC Lyon Bastille,adresse,variable
La Tresse,21:40,ajd,UGC Lyon Bastille,adresse,variable
Wish - Asha et la bonne étoile,12:45,ajd,UGC Lyon Bastille,adresse,variable
Wish - Asha et la bonne étoile,15:00,ajd,UGC Lyon Bastille,adresse,variable
Wish - Asha et la bonne étoile,17:15,ajd,UGC Lyon Bastille,adresse,variable
Wish - Asha et la bonne étoile,19:30,ajd,UGC Lyon Bastille,adresse,variable
Wish - Asha et la bonne étoile,21:45,ajd,UGC Lyon Bastille,adresse,variable
Migration,13:20,ajd,UGC Lyon Bastille,adresse,variable
Migration,15:30,ajd,UGC Lyon Bastille,adresse,variable
Migration,17:45,ajd,UGC Lyon Bastille,adresse,variable
Migration,19:50,ajd,UGC Lyon Bastille,adresse,variable
Migration,22:00,ajd,UGC Lyon Bastille,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,21:00,ajd,UGC Lyon Bastille,adresse,variable
Noël Joyeux,12:50,ajd,UGC Lyon Bastille,adresse,variable
Noël Joyeux,15:00,ajd,UGC Lyon Bastille,adresse,variable
Noël Joyeux,17:20,ajd,UGC Lyon Bastille,adresse,variable
Noël Joyeux,19:40,ajd,UGC Lyon Bastille,adresse,variable
Noël Joyeux,21:50,ajd,UGC Lyon Bastille,adresse,variable
Soudain seuls,13:40,ajd,UGC Lyon Bastille,adresse,variable
Soudain seuls,16:15,ajd,UGC Lyon Bastille,adresse,variable
Soudain seuls,18:50,ajd,UGC Lyon Bastille,adresse,variable
Soudain seuls,21:30,ajd,UGC Lyon Bastille,adresse,variable
Sound of Freedom,14:30,ajd,UGC Lyon Bastille,adresse,variable
Sound of Freedom,18:10,ajd,UGC Lyon Bastille,adresse,variable
Napoleon,13:50,ajd,Pathé Opéra Premier,adresse,variable
Napoleon,17:10,ajd,Pathé Opéra Premier,adresse,variable
Napoleon,20:30,ajd,Pathé Opéra Premier,adresse,variable
La Tresse,14:00,ajd,Pathé Opéra Premier,adresse,variable
La Tresse,16:35,ajd,Pathé Opéra Premier,adresse,variable
La Tresse,19:15,ajd,Pathé Opéra Premier,adresse,variable
La Tresse,21:45,ajd,Pathé Opéra Premier,adresse,variable
Wonka,19:05,ajd,Pathé Opéra Premier,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,14:10,ajd,Pathé Opéra Premier,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:30,ajd,Pathé Opéra Premier,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:45,ajd,Pathé Opéra Premier,adresse,variable
Soudain seuls,13:50,ajd,Pathé Opéra Premier,adresse,variable
Soudain seuls,16:30,ajd,Pathé Opéra Premier,adresse,variable
Soudain seuls,19:15,ajd,Pathé Opéra Premier,adresse,variable
Soudain seuls,21:40,ajd,Pathé Opéra Premier,adresse,variable
Les Trois Mousquetaires – D'Artagnan,16:35,ajd,Pathé Opéra Premier,adresse,variable
Je ne suis pas un héros,14:10,ajd,Pathé Opéra Premier,adresse,variable
Dumb Money,14:30,ajd,Pathé Opéra Premier,adresse,variable
Dumb Money,17:05,ajd,Pathé Opéra Premier,adresse,variable
Dumb Money,19:30,ajd,Pathé Opéra Premier,adresse,variable
Dumb Money,22:00,ajd,Pathé Opéra Premier,adresse,variable
Le consentement,21:45,ajd,Pathé Opéra Premier,adresse,variable
La rivière,13:20,ajd,Reflet Médicis,adresse,variable
La rivière,17:00,ajd,Reflet Médicis,adresse,variable
Conann,15:20,ajd,Reflet Médicis,adresse,variable
Conann,17:30,ajd,Reflet Médicis,adresse,variable
Kokomo City,13:40,ajd,Reflet Médicis,adresse,variable
Kokomo City,15:20,ajd,Reflet Médicis,adresse,variable
Kokomo City,19:10,ajd,Reflet Médicis,adresse,variable
Kokomo City,20:50,ajd,Reflet Médicis,adresse,variable
"Guerre et Paix, Partie II: Natasha Rostova",17:20,ajd,Reflet Médicis,adresse,variable
Gerry,20:00,ajd,Reflet Médicis,adresse,variable
"Guerre et Paix, Partie III: l'Année 1812",19:50,ajd,Reflet Médicis,adresse,variable
Guerre et Paix,14:20,ajd,Reflet Médicis,adresse,variable
Rien à perdre,14:00,ajd,Les Cinq Caumartin,adresse,variable
Rien à perdre,16:10,ajd,Les Cinq Caumartin,adresse,variable
Rien à perdre,20:45,ajd,Les Cinq Caumartin,adresse,variable
Le Temps d'aimer,12:00,ajd,Les Cinq Caumartin,adresse,variable
Le Temps d'aimer,14:30,ajd,Les Cinq Caumartin,adresse,variable
Le Temps d'aimer,17:00,ajd,Les Cinq Caumartin,adresse,variable
Le Temps d'aimer,20:15,ajd,Les Cinq Caumartin,adresse,variable
Bâtiment 5,12:00,ajd,Les Cinq Caumartin,adresse,variable
Bâtiment 5,14:00,ajd,Les Cinq Caumartin,adresse,variable
Bâtiment 5,16:30,ajd,Les Cinq Caumartin,adresse,variable
Bâtiment 5,18:45,ajd,Les Cinq Caumartin,adresse,variable
Bâtiment 5,20:45,ajd,Les Cinq Caumartin,adresse,variable
Perfect Days,11:45,ajd,Les Cinq Caumartin,adresse,variable
Perfect Days,14:10,ajd,Les Cinq Caumartin,adresse,variable
Perfect Days,18:00,ajd,Les Cinq Caumartin,adresse,variable
Perfect Days,20:30,ajd,Les Cinq Caumartin,adresse,variable
L'Incroyable Noël de Shaun le mouton,16:40,ajd,Les Cinq Caumartin,adresse,variable
La chimère,11:50,ajd,Les Cinq Caumartin,adresse,variable
La chimère,14:30,ajd,Les Cinq Caumartin,adresse,variable
La chimère,17:15,ajd,Les Cinq Caumartin,adresse,variable
Testament,11:45,ajd,Les Cinq Caumartin,adresse,variable
Les Filles vont bien,18:30,ajd,Les Cinq Caumartin,adresse,variable
Testament,12:25,ajd,Espace Saint-Michel,adresse,variable
Testament,17:55,ajd,Espace Saint-Michel,adresse,variable
"Cesária Évora, la diva aux pieds nus",14:35,ajd,Espace Saint-Michel,adresse,variable
"Cesária Évora, la diva aux pieds nus",18:55,ajd,Espace Saint-Michel,adresse,variable
L'enfant du paradis,12:50,ajd,Espace Saint-Michel,adresse,variable
L'enfant du paradis,14:15,ajd,Espace Saint-Michel,adresse,variable
L'enfant du paradis,17:30,ajd,Espace Saint-Michel,adresse,variable
L'enfant du paradis,20:40,ajd,Espace Saint-Michel,adresse,variable
L'enfant du paradis,22:15,ajd,Espace Saint-Michel,adresse,variable
Yallah Gaza,20:00,ajd,Espace Saint-Michel,adresse,variable
Les petits mâles,16:20,ajd,Espace Saint-Michel,adresse,variable
Par la fenêtre ou par la porte,15:40,ajd,Espace Saint-Michel,adresse,variable
Napoleon,13:50,ajd,L'Arlequin,adresse,variable
Napoleon,17:30,ajd,L'Arlequin,adresse,variable
Perfect Days,13:20,ajd,L'Arlequin,adresse,variable
Perfect Days,15:50,ajd,L'Arlequin,adresse,variable
Perfect Days,18:20,ajd,L'Arlequin,adresse,variable
Perfect Days,20:50,ajd,L'Arlequin,adresse,variable
L'Enlèvement,11:00,ajd,L'Arlequin,adresse,variable
Le Petit blond de la casbah,10:50,ajd,L'Arlequin,adresse,variable
Les Filles vont bien,13:40,ajd,L'Arlequin,adresse,variable
Les Filles vont bien,15:40,ajd,L'Arlequin,adresse,variable
Les Filles vont bien,17:40,ajd,L'Arlequin,adresse,variable
Les Filles vont bien,20:45,ajd,L'Arlequin,adresse,variable
Anselm (Le Bruit du temps),11:00,ajd,L'Arlequin,adresse,variable
Certaines femmes,20:00,ajd,L'Arlequin,adresse,variable
Napoleon,13:30,ajd,UGC Montparnasse,adresse,variable
Napoleon,16:40,ajd,UGC Montparnasse,adresse,variable
Napoleon,20:15,ajd,UGC Montparnasse,adresse,variable
La Tresse,13:45,ajd,UGC Montparnasse,adresse,variable
La Tresse,16:20,ajd,UGC Montparnasse,adresse,variable
La Tresse,19:10,ajd,UGC Montparnasse,adresse,variable
La Tresse,21:45,ajd,UGC Montparnasse,adresse,variable
Wish - Asha et la bonne étoile,12:30,ajd,UGC Montparnasse,adresse,variable
Wish - Asha et la bonne étoile,14:40,ajd,UGC Montparnasse,adresse,variable
Wish - Asha et la bonne étoile,16:50,ajd,UGC Montparnasse,adresse,variable
Wish - Asha et la bonne étoile,19:00,ajd,UGC Montparnasse,adresse,variable
Wish - Asha et la bonne étoile,21:15,ajd,UGC Montparnasse,adresse,variable
Migration,12:40,ajd,UGC Montparnasse,adresse,variable
Migration,15:05,ajd,UGC Montparnasse,adresse,variable
Migration,17:25,ajd,UGC Montparnasse,adresse,variable
Migration,19:45,ajd,UGC Montparnasse,adresse,variable
Migration,21:50,ajd,UGC Montparnasse,adresse,variable
Wonka,20:30,ajd,UGC Montparnasse,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,14:00,ajd,UGC Montparnasse,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:10,ajd,UGC Montparnasse,adresse,variable
Bâtiment 5,12:50,ajd,UGC Montparnasse,adresse,variable
Bâtiment 5,15:15,ajd,UGC Montparnasse,adresse,variable
Bâtiment 5,17:35,ajd,UGC Montparnasse,adresse,variable
Bâtiment 5,20:00,ajd,UGC Montparnasse,adresse,variable
Bâtiment 5,22:10,ajd,UGC Montparnasse,adresse,variable
Soudain seuls,14:15,ajd,UGC Montparnasse,adresse,variable
Soudain seuls,17:00,ajd,UGC Montparnasse,adresse,variable
Soudain seuls,19:30,ajd,UGC Montparnasse,adresse,variable
Soudain seuls,22:00,ajd,UGC Montparnasse,adresse,variable
La Tresse,10:15,ajd,UGC Odéon,adresse,variable
La Tresse,13:30,ajd,UGC Odéon,adresse,variable
La Tresse,16:15,ajd,UGC Odéon,adresse,variable
La Tresse,19:00,ajd,UGC Odéon,adresse,variable
La Tresse,21:30,ajd,UGC Odéon,adresse,variable
Le Temps d'aimer,10:15,ajd,UGC Odéon,adresse,variable
Le Temps d'aimer,13:00,ajd,UGC Odéon,adresse,variable
Le Temps d'aimer,15:35,ajd,UGC Odéon,adresse,variable
Le Temps d'aimer,18:30,ajd,UGC Odéon,adresse,variable
Le Temps d'aimer,21:15,ajd,UGC Odéon,adresse,variable
Perfect Days,10:30,ajd,UGC Odéon,adresse,variable
Perfect Days,13:45,ajd,UGC Odéon,adresse,variable
Perfect Days,16:30,ajd,UGC Odéon,adresse,variable
Perfect Days,19:10,ajd,UGC Odéon,adresse,variable
Perfect Days,21:45,ajd,UGC Odéon,adresse,variable
Le Garçon et le héron,10:30,ajd,UGC Odéon,adresse,variable
Le Garçon et le héron,13:15,ajd,UGC Odéon,adresse,variable
Le Garçon et le héron,16:00,ajd,UGC Odéon,adresse,variable
Le Garçon et le héron,21:45,ajd,UGC Odéon,adresse,variable
Past Lives – Nos vies d’avant,19:30,ajd,UGC Odéon,adresse,variable
Fremont,10:00,ajd,UGC Odéon,adresse,variable
Fremont,12:00,ajd,UGC Odéon,adresse,variable
Fremont,14:00,ajd,UGC Odéon,adresse,variable
Fremont,16:00,ajd,UGC Odéon,adresse,variable
Fremont,18:05,ajd,UGC Odéon,adresse,variable
Fremont,20:10,ajd,UGC Odéon,adresse,variable
Fremont,22:15,ajd,UGC Odéon,adresse,variable
Napoleon,12:45,ajd,Le Grand Rex,adresse,variable
Napoleon,16:00,ajd,Le Grand Rex,adresse,variable
Napoleon,20:30,ajd,Le Grand Rex,adresse,variable
Wish - Asha et la bonne étoile,13:45,ajd,Le Grand Rex,adresse,variable
Wish - Asha et la bonne étoile,16:00,ajd,Le Grand Rex,adresse,variable
Wish - Asha et la bonne étoile,18:15,ajd,Le Grand Rex,adresse,variable
Wish - Asha et la bonne étoile,20:45,ajd,Le Grand Rex,adresse,variable
Les Trois Mousquetaires : Milady,21:30,ajd,Le Grand Rex,adresse,variable
Les Trois Mousquetaires : Milady,21:45,ajd,Le Grand Rex,adresse,variable
Migration,12:45,ajd,Le Grand Rex,adresse,variable
Migration,14:45,ajd,Le Grand Rex,adresse,variable
Migration,16:45,ajd,Le Grand Rex,adresse,variable
Migration,21:30,ajd,Le Grand Rex,adresse,variable
Wonka,19:00,ajd,Le Grand Rex,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,13:30,ajd,Le Grand Rex,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:00,ajd,Le Grand Rex,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:30,ajd,Le Grand Rex,adresse,variable
Les Trois Mousquetaires – D'Artagnan,19:00,ajd,Le Grand Rex,adresse,variable
Les Trois Mousquetaires – D'Artagnan,19:15,ajd,Le Grand Rex,adresse,variable
Le Garçon et le héron,12:45,ajd,Le Grand Rex,adresse,variable
Le Garçon et le héron,15:20,ajd,Le Grand Rex,adresse,variable
Le Garçon et le héron,18:00,ajd,Le Grand Rex,adresse,variable
Mars Express,14:00,ajd,Majestic Bastille,adresse,variable
Mars Express,15:00,ajd,Majestic Bastille,adresse,variable
Mars Express,20:00,ajd,Majestic Bastille,adresse,variable
Mars Express,21:45,ajd,Majestic Bastille,adresse,variable
Le Petit blond de la casbah,11:45,ajd,Majestic Bastille,adresse,variable
Ricardo et la peinture,11:45,ajd,Majestic Bastille,adresse,variable
Levante,15:50,ajd,Majestic Bastille,adresse,variable
Levante,18:00,ajd,Majestic Bastille,adresse,variable
Levante,19:50,ajd,Majestic Bastille,adresse,variable
Levante,21:40,ajd,Majestic Bastille,adresse,variable
Migration,13:15,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Migration,15:20,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Migration,17:30,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Migration,19:40,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Mars Express,12:30,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Mars Express,14:25,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Mars Express,16:20,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Mars Express,18:20,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Mars Express,20:20,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Mars Express,22:15,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Simple comme Sylvain,16:40,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Simple comme Sylvain,22:05,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Past Lives – Nos vies d’avant,20:00,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Le règne animal,13:00,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Le règne animal,15:45,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Le règne animal,18:30,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Le règne animal,21:40,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Anatomie d’une chute,13:30,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Anatomie d’une chute,21:15,ajd,MK2 Odéon (côté St-Michel),adresse,variable
Napoleon,13:45,ajd,Le Louxor,adresse,variable
Napoleon,16:50,ajd,Le Louxor,adresse,variable
Napoleon,20:10,ajd,Le Louxor,adresse,variable
Perfect Days,13:40,ajd,Le Louxor,adresse,variable
Perfect Days,16:10,ajd,Le Louxor,adresse,variable
Perfect Days,18:50,ajd,Le Louxor,adresse,variable
Perfect Days,21:15,ajd,Le Louxor,adresse,variable
Fremont,13:50,ajd,Le Louxor,adresse,variable
Fremont,16:00,ajd,Le Louxor,adresse,variable
Fremont,18:00,ajd,Le Louxor,adresse,variable
Fremont,20:00,ajd,Le Louxor,adresse,variable
Fremont,21:50,ajd,Le Louxor,adresse,variable
Sacerdoce,15:00,ajd,Studio Galande,adresse,variable
Un flic,19:00,ajd,Studio Galande,adresse,variable
Le Doulos,16:50,ajd,Studio Galande,adresse,variable
Les Trois Mousquetaires : Milady,20:00,ajd,Publicis Cinémas,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:20,ajd,Publicis Cinémas,adresse,variable
Mars Express,17:20,ajd,Publicis Cinémas,adresse,variable
Mars Express,18:25,ajd,Publicis Cinémas,adresse,variable
L'Abbé Pierre - Une vie de combats,14:35,ajd,Publicis Cinémas,adresse,variable
Le Petit blond de la casbah,12:00,ajd,Publicis Cinémas,adresse,variable
Napoleon,10:30,ajd,UGC Danton,adresse,variable
Napoleon,14:00,ajd,UGC Danton,adresse,variable
Napoleon,17:30,ajd,UGC Danton,adresse,variable
Napoleon,21:00,ajd,UGC Danton,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,16:00,ajd,UGC Danton,adresse,variable
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,21:15,ajd,UGC Danton,adresse,variable
Soudain seuls,10:00,ajd,UGC Danton,adresse,variable
Soudain seuls,12:20,ajd,UGC Danton,adresse,variable
Soudain seuls,14:45,ajd,UGC Danton,adresse,variable
Soudain seuls,17:10,ajd,UGC Danton,adresse,variable
Soudain seuls,19:35,ajd,UGC Danton,adresse,variable
Soudain seuls,22:00,ajd,UGC Danton,adresse,variable
L'Enlèvement,10:10,ajd,UGC Danton,adresse,variable
L'Enlèvement,13:00,ajd,UGC Danton,adresse,variable
L'Enlèvement,15:45,ajd,UGC Danton,adresse,variable
L'Enlèvement,18:35,ajd,UGC Danton,adresse,variable
L'Enlèvement,21:30,ajd,UGC Danton,adresse,variable
Bernadette,10:30,ajd,UGC Danton,adresse,variable
Bernadette,13:45,ajd,UGC Danton,adresse,variable
Bernadette,19:10,ajd,UGC Danton,adresse,variable
Napoleon,14:00,ajd,Majestic Passy,adresse,variable
Napoleon,17:00,ajd,Majestic Passy,adresse,variable
Napoleon,20:30,ajd,Majestic Passy,adresse,variable
La Tresse,11:00,ajd,Majestic Passy,adresse,variable
La Tresse,14:00,ajd,Majestic Passy,adresse,variable
La Tresse,17:00,ajd,Majestic Passy,adresse,variable
Wonka,20:30,ajd,Majestic Passy,adresse,variable
L'Enlèvement,14:10,ajd,Majestic Passy,adresse,variable
L'Enlèvement,17:30,ajd,Majestic Passy,adresse,variable
Le Petit blond de la casbah,11:00,ajd,Majestic Passy,adresse,variable
La Tresse,10:30,ajd,Gaumont Montparnos,adresse,variable
La Tresse,14:10,ajd,Gaumont Montparnos,adresse,variable
La Tresse,16:45,ajd,Gaumont Montparnos,adresse,variable
La Tresse,19:25,ajd,Gaumont Montparnos,adresse,variable
La Tresse,21:55,ajd,Gaumont Montparnos,adresse,variable
Le Temps d'aimer,11:10,ajd,Gaumont Montparnos,adresse,variable
Le Temps d'aimer,13:45,ajd,Gaumont Montparnos,adresse,variable
Le Temps d'aimer,16:30,ajd,Gaumont Montparnos,adresse,variable
Le Temps d'aimer,19:15,ajd,Gaumont Montparnos,adresse,variable
Le Temps d'aimer,21:55,ajd,Gaumont Montparnos,adresse,variable
Perfect Days,11:10,ajd,Gaumont Montparnos,adresse,variable
Perfect Days,13:50,ajd,Gaumont Montparnos,adresse,variable
Perfect Days,16:25,ajd,Gaumont Montparnos,adresse,variable
Perfect Days,19:00,ajd,Gaumont Montparnos,adresse,variable
Perfect Days,21:40,ajd,Gaumont Montparnos,adresse,variable
Le Grand magasin,11:00,ajd,Gaumont Montparnos,adresse,variable
Le Grand magasin,17:40,ajd,Gaumont Montparnos,adresse,variable
Dumb Money,13:00,ajd,Gaumont Montparnos,adresse,variable
Dumb Money,15:25,ajd,Gaumont Montparnos,adresse,variable
Dumb Money,19:30,ajd,Gaumont Montparnos,adresse,variable
Dumb Money,22:00,ajd,Gaumont Montparnos,adresse,variable
Napoleon,13:50,ajd,UGC Normandie,adresse,variable
Napoleon,17:10,ajd,UGC Normandie,adresse,variable
Napoleon,20:30,ajd,UGC Normandie,adresse,variable
La Tresse,13:00,ajd,UGC Normandie,adresse,variable
La Tresse,15:35,ajd,UGC Normandie,adresse,variable
La Tresse,18:10,ajd,UGC Normandie,adresse,variable
La Tresse,20:45,ajd,UGC Normandie,adresse,variable
Soudain seuls,14:20,ajd,UGC Normandie,adresse,variable
Soudain seuls,16:50,ajd,UGC Normandie,adresse,variable
Soudain seuls,19:20,ajd,UGC Normandie,adresse,variable
Soudain seuls,21:50,ajd,UGC Normandie,adresse,variable
Perfect Days,13:30,ajd,UGC Normandie,adresse,variable
Perfect Days,16:10,ajd,UGC Normandie,adresse,variable
Perfect Days,18:50,ajd,UGC Normandie,adresse,variable
Perfect Days,21:30,ajd,UGC Normandie,adresse,variable
Napoleon,13:40,ajd,MK2 Bastille,adresse,variable
Napoleon,17:00,ajd,MK2 Bastille,adresse,variable
Napoleon,20:30,ajd,MK2 Bastille,adresse,variable
Le Temps d'aimer,13:55,ajd,MK2 Bastille,adresse,variable
Le Temps d'aimer,16:35,ajd,MK2 Bastille,adresse,variable
Le Temps d'aimer,19:15,ajd,MK2 Bastille,adresse,variable
Le Temps d'aimer,21:50,ajd,MK2 Bastille,adresse,variable
Bâtiment 5,12:50,ajd,MK2 Bastille,adresse,variable
Bâtiment 5,15:10,ajd,MK2 Bastille,adresse,variable
Bâtiment 5,17:30,ajd,MK2 Bastille,adresse,variable
Bâtiment 5,19:50,ajd,MK2 Bastille,adresse,variable
Bâtiment 5,22:05,ajd,MK2 Bastille,adresse,variable
La chimère,13:30,ajd,MK2 Bastille,adresse,variable
La chimère,16:20,ajd,MK2 Bastille,adresse,variable
La chimère,19:00,ajd,MK2 Bastille,adresse,variable
La chimère,21:40,ajd,MK2 Bastille,adresse,variable
L'Incroyable Noël de Shaun le mouton,16:15,ajd,Elysées Lincoln,adresse,variable
Sound of Freedom,13:45,ajd,Elysées Lincoln,adresse,variable
Sound of Freedom,17:20,ajd,Elysées Lincoln,adresse,variable
Fremont,13:40,ajd,Elysées Lincoln,adresse,variable
Fremont,15:20,ajd,Elysées Lincoln,adresse,variable
Fremont,19:10,ajd,Elysées Lincoln,adresse,variable
Fremont,21:00,ajd,Elysées Lincoln,adresse,variable
Levante,13:30,ajd,Elysées Lincoln,adresse,variable
Levante,15:30,ajd,Elysées Lincoln,adresse,variable
Levante,19:00,ajd,Elysées Lincoln,adresse,variable
Augure,17:20,ajd,Elysées Lincoln,adresse,variable
Augure,20:50,ajd,Elysées Lincoln,adresse,variable
Sacerdoce,17:10,ajd,Elysées Lincoln,adresse,variable
L'Enlèvement,14:00,ajd,Nouvel Odéon,adresse,variable
Anatomie d’une chute,16:50,ajd,Nouvel Odéon,adresse,variable
Perfect Days,14:05,ajd,Le Cinéma des cinéastes,adresse,variable
Perfect Days,16:25,ajd,Le Cinéma des cinéastes,adresse,variable
Perfect Days,18:45,ajd,Le Cinéma des cinéastes,adresse,variable
Perfect Days,21:05,ajd,Le Cinéma des cinéastes,adresse,variable
La chimère,13:45,ajd,Le Cinéma des cinéastes,adresse,variable
La chimère,16:10,ajd,Le Cinéma des cinéastes,adresse,variable
La chimère,18:35,ajd,Le Cinéma des cinéastes,adresse,variable
La chimère,21:00,ajd,Le Cinéma des cinéastes,adresse,variable
Testament,13:55,ajd,Le Cinéma des cinéastes,adresse,variable
Testament,21:10,ajd,Le Cinéma des cinéastes,adresse,variable
L'Enlèvement,16:05,ajd,Le Cinéma des cinéastes,adresse,variable
L'Enlèvement,18:40,ajd,Le Cinéma des cinéastes,adresse,variable
Napoleon,13:45,ajd,UGC Opéra,adresse,variable
Napoleon,17:00,ajd,UGC Opéra,adresse,variable
Napoleon,20:15,ajd,UGC Opéra,adresse,variable
La Tresse,13:30,ajd,UGC Opéra,adresse,variable
La Tresse,16:15,ajd,UGC Opéra,adresse,variable
La Tresse,19:00,ajd,UGC Opéra,adresse,variable
La Tresse,21:35,ajd,UGC Opéra,adresse,variable
Le Temps d'aimer,13:15,ajd,UGC Opéra,adresse,variable
Le Temps d'aimer,16:00,ajd,UGC Opéra,adresse,variable
Le Temps d'aimer,18:45,ajd,UGC Opéra,adresse,variable
Le Temps d'aimer,21:30,ajd,UGC Opéra,adresse,variable
Soudain seuls,13:45,ajd,UGC Opéra,adresse,variable
Soudain seuls,16:30,ajd,UGC Opéra,adresse,variable
Soudain seuls,19:15,ajd,UGC Opéra,adresse,variable
Soudain seuls,21:45,ajd,UGC Opéra,adresse,variable
Perfect Days,13:10,ajd,Escurial,adresse,variable
Perfect Days,15:35,ajd,Escurial,adresse,variable
Perfect Days,18:00,ajd,Escurial,adresse,variable
Perfect Days,20:25,ajd,Escurial,adresse,variable
Little Girl Blue,11:15,ajd,Escurial,adresse,variable
La chimère,14:10,ajd,Escurial,adresse,variable
La chimère,17:00,ajd,Escurial,adresse,variable
La chimère,20:00,ajd,Escurial,adresse,variable
Testament,11:50,ajd,Escurial,adresse,variable
Napoleon,13:20,ajd,MK2 Odéon (côté St Germain),adresse,variable
Napoleon,16:30,ajd,MK2 Odéon (côté St Germain),adresse,variable
Le Temps d'aimer,12:50,ajd,MK2 Odéon (côté St Germain),adresse,variable
Le Temps d'aimer,15:20,ajd,MK2 Odéon (côté St Germain),adresse,variable
Le Temps d'aimer,18:30,ajd,MK2 Odéon (côté St Germain),adresse,variable
Le Temps d'aimer,21:30,ajd,MK2 Odéon (côté St Germain),adresse,variable
Bâtiment 5,13:10,ajd,MK2 Odéon (côté St Germain),adresse,variable
Bâtiment 5,15:20,ajd,MK2 Odéon (côté St Germain),adresse,variable
Bâtiment 5,17:30,ajd,MK2 Odéon (côté St Germain),adresse,variable
Bâtiment 5,19:45,ajd,MK2 Odéon (côté St Germain),adresse,variable
Bâtiment 5,21:50,ajd,MK2 Odéon (côté St Germain),adresse,variable
Perfect Days,13:10,ajd,MK2 Odéon (côté St Germain),adresse,variable
Perfect Days,16:00,ajd,MK2 Odéon (côté St Germain),adresse,variable
Perfect Days,19:00,ajd,MK2 Odéon (côté St Germain),adresse,variable
Perfect Days,21:40,ajd,MK2 Odéon (côté St Germain),adresse,variable
La chimère,13:30,ajd,MK2 Odéon (côté St Germain),adresse,variable
La chimère,16:20,ajd,MK2 Odéon (côté St Germain),adresse,variable
La chimère,19:00,ajd,MK2 Odéon (côté St Germain),adresse,variable
La chimère,21:40,ajd,MK2 Odéon (côté St Germain),adresse,variable
Le Temps d'aimer,13:10,ajd,Le Balzac,adresse,variable
Le Temps d'aimer,15:40,ajd,Le Balzac,adresse,variable
Le Temps d'aimer,18:15,ajd,Le Balzac,adresse,variable
Le Temps d'aimer,20:45,ajd,Le Balzac,adresse,variable
