nom,heure,date,etablissement,adresse,prix
La chimère,13:00,ajd,Le Balzac,adresse,variable
La chimère,15:20,ajd,Le Balzac,adresse,variable
La chimère,18:10,ajd,Le Balzac,adresse,variable
La chimère,20:50,ajd,Le Balzac,adresse,variable
L'Enlèvement,10:50,ajd,Le Balzac,adresse,variable
L'Enlèvement,15:40,ajd,Le Balzac,adresse,variable
Les Filles vont bien,11:00,ajd,Le Balzac,adresse,variable
Les Filles vont bien,13:30,ajd,Le Balzac,adresse,variable
Les Filles vont bien,18:00,ajd,Le Balzac,adresse,variable
Le Temps d'aimer,12:25,ajd,UGC Rotonde,adresse,variable
Le Temps d'aimer,14:55,ajd,UGC Rotonde,adresse,variable
Le Temps d'aimer,17:35,ajd,UGC Rotonde,adresse,variable
Le Temps d'aimer,20:10,ajd,UGC Rotonde,adresse,variable
Perfect Days,12:25,ajd,UGC Rotonde,adresse,variable
Perfect Days,15:05,ajd,UGC Rotonde,adresse,variable
Perfect Days,17:45,ajd,UGC Rotonde,adresse,variable
Perfect Days,20:20,ajd,UGC Rotonde,adresse,variable
Past Lives – Nos vies d’avant,19:45,ajd,UGC Rotonde,adresse,variable
Le théorème de Marguerite,12:25,ajd,UGC Rotonde,adresse,variable
Le théorème de Marguerite,14:45,ajd,UGC Rotonde,adresse,variable
Le théorème de Marguerite,17:15,ajd,UGC Rotonde,adresse,variable
Le Garçon et le héron,17:30,ajd,Studio des Ursulines,adresse,variable
Boudu sauvé des eaux,20:00,ajd,Studio des Ursulines,adresse,variable
L'Abbé Pierre - Une vie de combats,13:10,ajd,Le Miramar,adresse,variable
The Marvels,10:40,ajd,Le Miramar,adresse,variable
The Marvels,16:00,ajd,Le Miramar,adresse,variable
The Marvels,18:20,ajd,Le Miramar,adresse,variable
The Marvels,20:40,ajd,Le Miramar,adresse,variable
Le Petit blond de la casbah,11:00,ajd,Le Miramar,adresse,variable
Le Petit blond de la casbah,14:00,ajd,Le Miramar,adresse,variable
Le Petit blond de la casbah,16:55,ajd,Le Miramar,adresse,variable
Le Petit blond de la casbah,19:40,ajd,Le Miramar,adresse,variable
La Vénus d'argent,11:30,ajd,Le Miramar,adresse,variable
La Vénus d'argent,20:00,ajd,Le Miramar,adresse,variable
Anatomie d’une chute,13:45,ajd,Le Miramar,adresse,variable
Anatomie d’une chute,16:55,ajd,Le Miramar,adresse,variable
Perfect Days,13:30,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Perfect Days,16:30,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Perfect Days,19:10,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Perfect Days,21:45,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Simple comme Sylvain,12:40,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Simple comme Sylvain,15:00,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Simple comme Sylvain,17:20,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Simple comme Sylvain,19:40,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Simple comme Sylvain,22:00,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Fremont,13:20,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Fremont,15:30,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Fremont,17:40,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Fremont,20:00,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Fremont,22:10,ajd,MK2 Bastille - côté Faubourg St Antoine,adresse,variable
Hitcher,16:30,ajd,Max Linder Panorama,adresse,variable
The Old Oak,13:45,ajd,Cinéma du Panthéon,adresse,variable
The Old Oak,16:00,ajd,Cinéma du Panthéon,adresse,variable
