,Unnamed: 0,nom,etablissement,Date,adresse,commune,prix,coordonnees
479,494,L'histoire du porte-étendard Rilke,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Lundi 8 Avril : 20h00,"129 rue de Grenelle Hôtel National des InvalidesParis, France",Paris 7e,unknown,"(4.662361, 46.614745)"
480,495,Opera Fuoco fête ses 20 ans,Théâtre des Champs-Élysées,Mardi 9 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,28-79 €,"(6.982606, 43.549211)"
481,496,Chorus Line #4,Maison de la Radio et de la Musique,Mardi 9 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
482,497,Nobuyuki Tsujii,Théâtre des Champs-Élysées,Mercredi 10 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,26-70 €,"(6.982606, 43.549211)"
483,498,Orchestre de Paris et Chœur de l'Orchestre de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Mercredi 10 Avril : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
484,499,Siblius : Symphonies n°1 et 2,Maison de la Radio et de la Musique,Mercredi 10 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
485,500,Liat Cohen,ECUJE,Mercredi 10 Avril : 20h00,"119 rue La FayetteParis, France",Paris 10e,unknown,"(2.622847, 43.22333)"
486,501,Orchestre de chambre de Paris et Marie Jacquot,Théâtre des Champs-Élysées,Jeudi 11 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,15-52 €,"(6.982606, 43.549211)"
487,502, Orchestre de Paris et solistes,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 11 Avril : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
488,503,Siblius : Symphonies n°3 et 4,Maison de la Radio et de la Musique,Jeudi 11 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
489,504,Andreï Korobeinikov,Théâtre des Champs-Élysées,Vendredi 12 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,24-61 €,"(6.982606, 43.549211)"
490,505,"Siblius : Symphonies n°5, 6 et 7",Maison de la Radio et de la Musique,Vendredi 12 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
491,506,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Vendredi 12 Avril : 20h45,"Place de la MadeleineParis, France",Paris 8e,22-44 €,"(-0.547271, 47.447784)"
492,507,Taiwan Phiharmonic Orchestra et Khatia Buniatishvili,Théâtre des Champs-Élysées,Samedi 13 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,33-93 €,"(6.982606, 43.549211)"
493,508,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 13 Avril : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
494,509,Elsa Dreisig et Romain Louveau,Athénée Théâtre Louis-Jouvet,Lundi 15 Avril : 20h00,"7 rue Boudreau Square de l'Opéra Louis-JouvetParis, France",Paris 9e,24-31 €,"(2.329072, 48.87183)"
495,510,Carnets de là-bas,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 16 Avril : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
496,511,"Bach : Le Clavier bien tempéré, livre I",Maison de la Radio et de la Musique,Mardi 16 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
497,512,Les Invalides selon les sœurs Berthollet,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 16 Avril : 20h00,"129 rue de Grenelle Hôtel National des InvalidesParis, France",Paris 7e,unknown,"(4.662361, 46.614745)"
498,513,Júlia Pusker,Amphithéâtre - Cité de la Musique-Philharmonie,Mercredi 17 Avril : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
499,514,"Bach : Le Clavier bien tempéré, livre II",Maison de la Radio et de la Musique,Mercredi 17 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
500,515,Sebastian Heindl,Amphithéâtre - Cité de la Musique-Philharmonie,Jeudi 18 Avril : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
501,516,Mozart : Concerto pour violon,Maison de la Radio et de la Musique,Jeudi 18 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
502,517,Münchner Philharmoniker et Renaud Capuçon,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 19 Avril : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
503,518,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Vendredi 19 Avril : 20h45,"Place de la MadeleineParis, France",Paris 8e,22-44 €,"(-0.547271, 47.447784)"
504,519,Reprendre son souffle !,Maison de la Radio et de la Musique,Samedi 20 Avril : 17h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
505,520,Quatuor Belcea et Nicolas Altstaedt,Théâtre des Champs-Élysées,Dimanche 21 Avril : 11h00,"15 avenue MontaigneParis, France",Paris 8e,16-28 €,"(6.982606, 43.549211)"
506,521,Musiciens de l'Orchestre de Paris,Amphithéâtre - Cité de la Musique-Philharmonie,Dimanche 21 Avril : 16h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
507,522,London Symphony Orchestra et Martha Argerich,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 22 Avril : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
508,523,Métamorphoses,Théâtre des Bouffes du Nord,Lundi 22 Avril : 20h00,"37 bis bd de la ChapelleParis, France",Paris 10e,unknown,"(-0.755206, 48.060904)"
509,524,Beethoven : Missa solemnis,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 23 Avril : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
510,525,unknown,Théâtre de Corbeil-Essonnes,Mardi 23 Avril : 20h30,"20-22  rue Félicien RopsParis, France",Corbeil-Essonnes,10-28 €,"(2.477103, 48.611573)"
511,526,Yoav Levanon,Théâtre des Champs-Élysées,Mercredi 24 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,26-70 €,"(6.982606, 43.549211)"
512,527,Orchestre de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 24 Avril : 20h00, Jeudi 25 Avril : 20h00","221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
513,528,Sabine Devieilhe et Mathieu Pordoy,Salle Gaveau,Mercredi 24 Avril : 20h30,"45 rue La BoétieParis, France",Paris 8e,unknown,"(3.027637, 47.177018)"
514,529,Orchestre de chambre de Paris,Théâtre des Champs-Élysées,Jeudi 25 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,15-52 €,"(6.982606, 43.549211)"
515,530,Debussy : La Mer,Maison de la Radio et de la Musique,Jeudi 25 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
516,531,Lisette Oropesa et Benjamin Bernheim,Théâtre des Champs-Élysées,Vendredi 26 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,unknown,"(6.982606, 43.549211)"
517,532,Rachmaninov : Vêpres,Auditorium Patrick Devedjian - La Seine Musicale,Vendredi 26 Avril : 20h00,"1 île SeguinParis, France",Boulogne-Billancourt,unknown,"(-1.658202, 48.12346)"
518,533,Bruckner : Symphonie n°6,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 26 Avril : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
519,534,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Vendredi 26 Avril : 20h45,"Place de la MadeleineParis, France",Paris 8e,22-44 €,"(-0.547271, 47.447784)"
520,535,"Mathieu Salama, airs pour Farinelli",Église Sainte-Élisabeth-de-Hongrie,Samedi 27 Avril : 16h00,"195 rue du TempleParis, France",Paris 3e,20-28 €,"(5.344939, 45.417972)"
521,537,Vous trouvez ça classique ? Les Noces de Figaro de Mozart,Auditorium Patrick Devedjian - La Seine Musicale,Samedi 27 Avril : 19h00,"1 île SeguinParis, France",Boulogne-Billancourt,unknown,"(-1.658202, 48.12346)"
522,538,Yundi Li,Théâtre des Champs-Élysées,Samedi 27 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,26-70 €,"(6.982606, 43.549211)"
523,539,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 27 Avril : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
524,541,Fabuleux,Auditorium Patrick Devedjian - La Seine Musicale,Dimanche 28 Avril : 16h00,"1 île SeguinParis, France",Boulogne-Billancourt,unknown,"(-1.658202, 48.12346)"
525,542,Violette Erhart,Comédie Nation,Dimanche 28 Avril : 19h00,"77 rue de MontreuilParis, France",Paris 11e,16-22 €,"(2.349828, 51.025706)"
526,543,Orchestre Colonne et Mélanie Laurent,Théâtre des Champs-Élysées,Dimanche 28 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,unknown,"(6.982606, 43.549211)"
527,544,« Elektra » de Strauss,Théâtre des Champs-Élysées,Lundi 29 Avril : 19h30,"15 avenue MontaigneParis, France",Paris 8e,33-115 €,"(6.982606, 43.549211)"
528,545,"Les Siècles, Jean-Efflam Bavouzet et Renaud Capuçon",Théâtre des Champs-Élysées,Mardi 30 Avril : 20h00,"15 avenue MontaigneParis, France",Paris 8e,24-61 €,"(6.982606, 43.549211)"
529,546,Schumann : Concerto pour violoncelle,Maison de la Radio et de la Musique,Mardi 30 Avril : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
530,547,Pascal Amoyel,Église Saint-Victor de Guyancourt,Mardi 30 Avril : 22h00,"3 place de l'ÉgliseParis, France",Guyancourt,unknown,"(-0.1991, 49.27729)"
531,548,Orchestre Hélios et Chœur Hélios éphémère,Église Saint-Sulpice,Mercredi 1er Mai : 20h45,"Place Saint-SulpiceParis, France",Paris 6e,22-44 €,"(2.216752, 44.951516)"
532,549,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 3 Mai : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
533,550,« La Walkyrie » de Wagner,Théâtre des Champs-Élysées,Samedi 4 Mai : 18h00,"15 avenue MontaigneParis, France",Paris 8e,unknown,"(6.982606, 43.549211)"
534,551,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 4 Mai : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
535,552,Alexandra Dovgan,Théâtre des Champs-Élysées,Dimanche 5 Mai : 11h00,"15 avenue MontaigneParis, France",Paris 8e,16-28 €,"(6.982606, 43.549211)"
536,553,Le piano de Schumann,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 6 Mai : 12h15,"129 rue de GrenelleParis, France",Paris 7e,unknown,"(2.953683, 50.48805)"
537,554,Rafal Blechacz,Théâtre des Champs-Élysées,Lundi 6 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,26-70 €,"(6.982606, 43.549211)"
538,555,Haendel : Dixit Dominus,Auditorium Patrick Devedjian - La Seine Musicale,Lundi 6 Mai : 20h00,"1 île SeguinParis, France",Boulogne-Billancourt,unknown,"(-1.658202, 48.12346)"
539,556,Orchestre de Paris et Chœur de l'Orchestre de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,"Lundi 6 Mai : 20h00, Mardi 7 Mai : 20h00","221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
540,557,Mark Padmore et Julius Drake,Athénée Théâtre Louis-Jouvet,Lundi 6 Mai : 20h00,"7 rue Boudreau Square de l'Opéra Louis-JouvetParis, France",Paris 9e,24-31 €,"(2.329072, 48.87183)"
541,558,Bach / Brahms,Maison de la Radio et de la Musique,Mardi 7 Mai : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
542,559,Alla zingarese : le violon tzigane,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 7 Mai : 20h00,"129 rue de Grenelle Hôtel National des InvalidesParis, France",Paris 7e,unknown,"(4.662361, 46.614745)"
543,560,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Jeudi 9 Mai : 20h45,"Place de la MadeleineParis, France",Paris 8e,22-44 €,"(-0.547271, 47.447784)"
544,561,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 10 Mai : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
545,562,"Bach chez Cioran, une tragédie angélique",La Scala Paris,Lundi 13 Mai : 19h30,"13 boulevard de StrasbourgParis, France",Paris 10e,unknown,"(-0.755206, 48.060904)"
546,563,Elena Bashkirova,Théâtre des Champs-Élysées,Lundi 13 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,26-70 €,"(6.982606, 43.549211)"
547,564,Alexandre Tharaud,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 13 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
548,565,Jouer Bach,Salle des concerts - Cité de la Musique-Philharmonie,Lundi 13 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
549,566,Duels à l'opéra,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 13 Mai : 20h00,"129 rue de GrenelleParis, France",Paris 7e,unknown,"(2.953683, 50.48805)"
550,567,Les Accents et solistes,Théâtre des Champs-Élysées,Mardi 14 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,unknown,"(6.982606, 43.549211)"
551,568,Hélène Grimaud,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 14 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
552,569,Alice Sara Ott et Francesco Tristano,Maison de la Radio et de la Musique,Mardi 14 Mai : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
553,570,Romain Leleu et Thierry Escaich,Théâtre de Corbeil-Essonnes,Mardi 14 Mai : 20h30,"20-22  rue Félicien RopsParis, France",Corbeil-Essonnes,6-16 €,"(2.477103, 48.611573)"
554,571,Fazil Say,Théâtre des Champs-Élysées,Mercredi 15 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,26-70 €,"(6.982606, 43.549211)"
555,572,Orchestre de Paris et Christiane Karg,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 15 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
556,573,Orchestre de chambre de Paris et Javier Perianes,Théâtre des Champs-Élysées,Jeudi 16 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,15-52 €,"(6.982606, 43.549211)"
557,574,Orchestre des amateurs de la Philharmonie de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 16 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
558,576,Chopin : Concerto pour piano n°2,Maison de la Radio et de la Musique,Jeudi 16 Mai : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
559,577,Mahler : Symphonie n°5,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 17 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
560,578,Musiciens de l'Orchestre de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Vendredi 17 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
561,579,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 17 Mai : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
562,580,« Berenice » de Haendel,Théâtre des Champs-Élysées,Mardi 21 Mai : 19h30,"15 avenue MontaigneParis, France",Paris 8e,28-89 €,"(6.982606, 43.549211)"
563,581,Mozart : Messe en ut,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 21 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
564,582,Sur la route de Buenos Aires,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 21 Mai : 20h00,"129 rue de Grenelle Hôtel National des InvalidesParis, France",Paris 7e,unknown,"(4.662361, 46.614745)"
565,583,Ravel et l'Espagne,Théâtre des Champs-Élysées,Mercredi 22 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,24-61 €,"(6.982606, 43.549211)"
566,584,Orchestre de chambre de Paris et Johanna Wallroth,Théâtre des Champs-Élysées,Jeudi 23 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,15-52 €,"(6.982606, 43.549211)"
567,585,Arcadi Volodos,Grande salle Pierre Boulez - Philharmonie de Paris,Jeudi 23 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
568,586,De Roméo et Juliette à West Side Story,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 23 Mai : 20h00,"129 rue de Grenelle Hôtel National des InvalidesParis, France",Paris 7e,unknown,"(4.662361, 46.614745)"
569,587,Staatskapelle Dresden,Théâtre des Champs-Élysées,Vendredi 24 Mai : 20h00,"15 avenue MontaigneParis, France",Paris 8e,28-89 €,"(6.982606, 43.549211)"
570,588,Beethoven : L'Empereur,Maison de la Radio et de la Musique,Vendredi 24 Mai : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
571,589,Duruflé : Requiem,Basilique Sainte-Clotilde,Vendredi 24 Mai : 20h00,"23 bis rue Las CasesParis, France",Paris 7e,unknown,"(3.02567, 47.177122)"
572,590,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 24 Mai : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
573,591,Monteverdi Choir et Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 25 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
574,592,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Samedi 25 Mai : 20h45,"Place de la MadeleineParis, France",Paris 8e,22-44 €,"(-0.547271, 47.447784)"
575,593,Nature,Opéra Garnier,Dimanche 26 Mai : 12h00,"place de l'OpéraParis, France",Paris 9e,39-44 €,"(-0.199047, 49.27727)"
576,594,Monteverdi Choir et Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 26 Mai : 16h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
577,595,Viva l'Orchestra !,Maison de la Radio et de la Musique,Dimanche 26 Mai : 16h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
578,597,Haydn : Les Saisons,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 27 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
579,598,Sheku Kanneh-Mason et Isata Kanneh-Mason,Salle des concerts - Cité de la Musique-Philharmonie,Lundi 27 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
580,599,Bohême,Le Studio - Philharmonie de Paris,Lundi 27 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
581,600,Sarah et Deborah Nemtanu,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 27 Mai : 20h00,"129 rue de GrenelleParis, France",Paris 7e,unknown,"(2.953683, 50.48805)"
582,601,Frederick Ballentine et Kunal Lahiri,Athénée Théâtre Louis-Jouvet,Lundi 27 Mai : 20h00,"7 rue Boudreau Square de l'Opéra Louis-JouvetParis, France",Paris 9e,24-31 €,"(2.329072, 48.87183)"
583,602,Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 28 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
584,603,Orchestre des lauréats du Conservatoire de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 28 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
585,604,Stephen Tharp,Maison de la Radio et de la Musique,Mardi 28 Mai : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
586,605,Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 29 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
587,606,Los Angeles Philharmonic et Maria Dueñas,Grande salle Pierre Boulez - Philharmonie de Paris,Jeudi 30 Mai : 20h00,"221 avenue Jean-JaurèsParis, France",Paris 19e,unknown,"(-1.658612, 43.400892)"
588,607,Orchestre de chambre de Paris et Jonathan Biss,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 30 Mai : 20h00,"221 rue Jean-JaurèsParis, France",Paris 19e,unknown,"(-4.408394, 48.403149)"
589,608,unknown,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 30 Mai : 20h00,"129 rue de Grenelle Hôtel National des InvalidesParis, France",Paris 7e,unknown,"(4.662361, 46.614745)"
590,609,« Tolomeo » de Haendel,Théâtre des Champs-Élysées,Vendredi 31 Mai : 19h30,"15 avenue MontaigneParis, France",Paris 8e,28-89 €,"(6.982606, 43.549211)"
591,611,Ravel : La Valse,Maison de la Radio et de la Musique,Vendredi 31 Mai : 20h00,"116 avenue du Président KennedyParis, France",Paris 16e,unknown,"(2.279529, 48.852149)"
592,612,Verdi : Requiem,Opéra de Massy,Vendredi 31 Mai : 20h00,"1 place de FranceParis, France",Massy,unknown,"(2.386477, 48.883971)"
593,613,Pergolèse : Stabat Mater,Auditorium Patrick Devedjian - La Seine Musicale,Vendredi 31 Mai : 20h30,"1 île SeguinParis, France",Boulogne-Billancourt,30-60 €,"(-1.658202, 48.12346)"
594,614,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 31 Mai : 20h45,"Place Saint-Germain des PrésParis, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
