,nom,etablissement,Date,adresse,commune,prix
353,Éventails et Médisances,Théâtre Pixel,<b>Du 15 décembre 2023 au 21 janvier 2024</b>,16 passage Piver,Paris 11e,unknown
354,"Les parents viennent de Mars, les enfants du McDo ! Chez Maman",Théâtre des Blancs Manteaux,<b>Du 23 octobre 2022 au 30 mars 2024</b>,16 passage Piver,Paris 11e,21-74 €
355,Second souffle,Le Funambule Montmartre,<b>Du 5 février 2024 au 23 avril 2024</b>,16 passage Piver,Paris 11e,11-33 €
356,Lights on Chaplin,Théâtre Montmartre Galabru,<b>Du 23 septembre 2023 au 13 janvier 2024</b>,16 passage Piver,Paris 11e,15-22 €
357,Avant la terreur,La Colline - Théâtre national,<b>Du 15 juin 2024 au 27 juin 2024</b>,16 passage Piver,Paris 11e,11-36 €
358,Media Vita,Théâtre de la Reine Blanche,<b>Du 10 janvier 2024 au 4 février 2024</b>,16 passage Piver,Paris 11e,11-28 €
359,Ceux qui se sont évaporés,Théâtre de Belleville,<b>Du 4 février 2024 au 27 février 2024</b>,16 passage Piver,Paris 11e,13-30 €
360,Diari d'amore,Athénée Théâtre Louis-Jouvet,<b>Du 6 juin 2024 au 16 juin 2024</b>,53 rue des Saules,Paris 18e,15-40 €
361,Finlandia,Théâtre des Bouffes du Nord,<b>Du 1 mars 2024 au 10 mars 2024</b>,53 rue des Saules,Paris 18e,35 €
362,Dieu ne fait rien pour les faibles,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 11 janvier 2024 au 28 janvier 2024</b>,53 rue des Saules,Paris 18e,11-24 €
363,Huit rois (nos présidents) : V. Giscard d'Estaing,Théâtre 13 - Glacière,<b>Du 13 juin 2024 au 28 juin 2024</b>,53 rue des Saules,Paris 18e,28 €
364,L'Art de ne pas dire,Théâtre Lepic,<b>Du 28 janvier 2024 au 2 avril 2024</b>,53 rue des Saules,Paris 18e,42 €
365,Les 7 nuits de la Reine,Théâtre L'Essaïon,<b>Du 25 septembre 2023 au 29 janvier 2024</b>,53 rue des Saules,Paris 18e,16-28 €
366,Metoo ?,Comédie des Trois Bornes,<b>Du 23 octobre 2023 au 29 janvier 2024</b>,53 rue des Saules,Paris 18e,15 €
367,La Mort d'Empédocle,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 6 février 2024 au 18 février 2024</b>,53 rue des Saules,Paris 18e,11-24 €
368,En scène monsieur Guitry,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 1 février 2024 au 11 février 2024</b>,53 rue des Saules,Paris 18e,11-24 €
369,Queen Kong,Théâtre La Croisée des Chemins,<b>Du 9 novembre 2023 au 29 décembre 2023</b>,53 rue des Saules,Paris 18e,13-22 €
370,Éric Chartier,Au Port du Salut,<b>Du 8 novembre 2023 au 26 juin 2024</b>,53 rue des Saules,Paris 18e,unknown
371,Le bar de l'oriental,Théâtre Montparnasse,<b>Du 7 février 2024 au 28 avril 2024</b>,53 rue des Saules,Paris 18e,14-49 €
372,Derrière les lignes ennemies,Théâtre du Rond-Point,<b>Du 23 janvier 2024 au 10 février 2024</b>,53 rue des Saules,Paris 18e,unknown
373,Fin de partie,Théâtre de l'Atelier,<b>Du 5 juin 2024 au 14 juillet 2024</b>,53 rue des Saules,Paris 18e,23-43 €
374,La Trajectoire des gamètes,Le Funambule Montmartre,<b>Du 4 octobre 2023 au 31 janvier 2024</b>,53 rue des Saules,Paris 18e,11-33 €
375,La Métamorphose des cigognes,La Pépinière Théâtre,<b>Du 27 janvier 2024 au 27 avril 2024</b>,15 rue Malte-Brun,Paris 20e,11-32 €
376,Terrasses,La Colline - Théâtre national,<b>Du 15 mai 2024 au 9 juin 2024</b>,15 rue Malte-Brun,Paris 20e,11-36 €
377,Julia,Théâtre Silvia Monfort,<b>Du 3 avril 2024 au 6 avril 2024</b>,15 rue Malte-Brun,Paris 20e,11-29 €
378,Le Journal intime d'Adam et Eve,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 29 février 2024 au 10 mars 2024</b>,15 rue Malte-Brun,Paris 20e,11-24 €
379,Splendeurs et misères,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 22 février 2024 au 10 mars 2024</b>,15 rue Malte-Brun,Paris 20e,11-24 €
380,Les Consolantes,Théâtre 13 - Bibliothèque,<b>Du 30 janvier 2024 au 9 février 2024</b>,15 rue Malte-Brun,Paris 20e,28 €
381,Les Vagues,Théâtre de la Tempête - Cartoucherie,<b>Du 16 mai 2024 au 26 mai 2024</b>,15 rue Malte-Brun,Paris 20e,11-26 €
382,Les Consolantes,L'Étoile du Nord,<b>Du 24 janvier 2024 au 26 janvier 2024</b>,15 rue Malte-Brun,Paris 20e,11 €
383,24 secondes,L'Étoile du Nord,<b>Du 19 avril 2024 au 21 avril 2024</b>,15 rue Malte-Brun,Paris 20e,11 €
384,Soirée prendre part - Nos intelligences,L'Étoile du Nord,<b>Le 16 mars 2024</b>,15 rue Malte-Brun,Paris 20e,6 €
385,Bérénice,Théâtre Darius Milhaud,<b>Du 10 janvier 2024 au 27 mars 2024</b>,15 rue Malte-Brun,Paris 20e,13-20 €
386,Juste un sourire,Théâtre Pixel,<b>Du 7 novembre 2023 au 26 décembre 2023</b>,15 rue Malte-Brun,Paris 20e,unknown
387,Thomas joue ses perruques (Deluxe Edition),Théâtre de l'Atelier,<b>Du 23 janvier 2024 au 1 février 2024</b>,15 rue Malte-Brun,Paris 20e,16-39 €
388,Le Coup de la panne,Théâtre du Marais,<b>Du 13 janvier 2024 au 30 mars 2024</b>,15 rue Malte-Brun,Paris 20e,16-22 €
389,Le Tigre bleu de l'Euphrate,La Colline - Théâtre national,<b>Du 24 mai 2024 au 16 juin 2024</b>,15 rue Malte-Brun,Paris 20e,11-36 €
390,L'Enfant brûlé,Odéon - Ateliers Berthier,<b>Du 27 février 2024 au 17 mars 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
391,Hubris,Le Funambule Montmartre,<b>Du 18 janvier 2024 au 11 février 2024</b>,2 bis passage Ruelle,Paris 18e,11-33 €
392,Un état de nos vies,Théâtre du Rond-Point,<b>Du 21 mai 2024 au 31 mai 2024</b>,2 bis passage Ruelle,Paris 18e,34 €
393,Florence et Moustafa,Théâtre 14,<b>Du 9 septembre 2023 au 20 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
394,Précisément par Hasard,Comédie Nation,<b>Du 23 novembre 2023 au 8 février 2024</b>,2 bis passage Ruelle,Paris 18e,16-22 €
395,Le Crédit,Théâtre L'Essaïon,<b>Du 11 septembre 2023 au 22 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,13-28 €
396,"Rhinocéros, la nouvelle",Théâtre L'Essaïon,<b>Du 18 avril 2024 au 13 juin 2024</b>,2 bis passage Ruelle,Paris 18e,16-28 €
397,La Véritable Histoire de Dracula,Théâtre de la Tour Eiffel,<b>Du 4 février 2024 au 18 février 2024</b>,2 bis passage Ruelle,Paris 18e,13-42 €
398,King Kong Théorie,Théâtre Silvia Monfort,<b>Du 4 juin 2024 au 15 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-29 €
399,Kids,La Scala Paris,<b>Du 1 mars 2024 au 6 avril 2024</b>,2 bis passage Ruelle,Paris 18e,20-25 €
400,Entre-temps,Théâtre Pixel,,2 bis passage Ruelle,Paris 18e,unknown
401,La Loi du marcheur,Théâtre de la Bastille,<b>Du 3 mai 2024 au 29 mai 2024</b>,2 bis passage Ruelle,Paris 18e,28 €
402,À la recherche des canards perdus - Cartographie 1,Théâtre de l'Atelier,<b>Du 23 avril 2024 au 18 juin 2024</b>,2 bis passage Ruelle,Paris 18e,16-35 €
403,Oui,Odéon - Ateliers Berthier,<b>Du 24 mai 2024 au 15 juin 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
404,J'ai si peu parlé ma propre langue,Théâtre de la Reine Blanche,<b>Du 11 janvier 2024 au 3 février 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
405,Mémoire(s),Le Funambule Montmartre,<b>Du 9 janvier 2024 au 27 février 2024</b>,95 bd Saint-Michel,Paris 5e,11-33 €
406,Nom,Théâtre du Rond-Point,<b>Du 19 mars 2024 au 6 avril 2024</b>,95 bd Saint-Michel,Paris 5e,34 €
407,Tristesse et joie dans la vie des girafes,Théâtre du Rond-Point,<b>Du 23 février 2024 au 3 mars 2024</b>,95 bd Saint-Michel,Paris 5e,34 €
408,"Moi, Kadhafi",La Scala Paris,<b>Du 9 janvier 2024 au 21 janvier 2024</b>,95 bd Saint-Michel,Paris 5e,17-25 €
409,La nuit sera blanche,Théâtre de l'Aquarium - Cartoucherie,<b>Du 18 janvier 2024 au 27 janvier 2024</b>,95 bd Saint-Michel,Paris 5e,13-24 €
410,La Solitude des mues,Théâtre de la Tempête - Cartoucherie,<b>Du 13 janvier 2024 au 11 février 2024</b>,95 bd Saint-Michel,Paris 5e,11-26 €
411,Krach !,Le Mouffetard - Théâtre des arts de la marionnette,<b>Du 14 mars 2024 au 31 mars 2024</b>,95 bd Saint-Michel,Paris 5e,14-22 €
412,Des ombres et des armes,La Manufacture des Abbesses,<b>Du 18 janvier 2024 au 14 avril 2024</b>,95 bd Saint-Michel,Paris 5e,11-29 €
413,"Orgueil, poursuite et décapitation",Théâtre Clavel,<b>Du 13 décembre 2023 au 27 décembre 2023</b>,95 bd Saint-Michel,Paris 5e,unknown
414,Un homme qui dort,Théâtre L'Essaïon,<b>Du 23 novembre 2023 au 29 février 2024</b>,95 bd Saint-Michel,Paris 5e,16-28 €
415,Mille et une Layla,Théo Théâtre,<b>Du 18 octobre 2023 au 10 avril 2024</b>,95 bd Saint-Michel,Paris 5e,unknown
416,Thérapie,Théâtre Pixel,<b>Du 18 septembre 2023 au 17 juin 2024</b>,95 bd Saint-Michel,Paris 5e,unknown
417,Le Frigo,Théâtre Darius Milhaud,<b>Du 2 novembre 2023 au 28 décembre 2023</b>,95 bd Saint-Michel,Paris 5e,13-15 €
418,Un escalier pour la paix,Théâtre Darius Milhaud,<b>Du 6 décembre 2023 au 21 février 2024</b>,95 bd Saint-Michel,Paris 5e,13-15 €
419,La Fontaine à travers l'Histoire,Comédie Saint-Michel,<b>Du 1 juillet 2023 au 4 janvier 2024</b>,95 bd Saint-Michel,Paris 5e,22-29 €
420,Lettres à un jeune poète,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 14 mars 2024 au 24 mars 2024</b>,5 rue des Plâtrières,Paris 20e,11-24 €
421,Histoires d'amour improvisées,Comédie des Trois Bornes,<b>Du 7 janvier 2024 au 21 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,15 €
422,Harvey,Théâtre de Nesle,<b>Du 5 janvier 2024 au 15 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,16 €
423,Hortense Belhôte : Une histoire du football féminin,Chaillot – Théâtre National de la Danse,<b>Le 14 juin 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
424,Ce qu'il faut dire,Théâtre de la Reine Blanche,<b>Du 21 février 2024 au 10 mars 2024</b>,5 rue des Plâtrières,Paris 20e,11-22 €
425,La beauté sauvera le Monde,Théâtre L'Essaïon,<b>Du 29 janvier 2024 au 19 mars 2024</b>,5 rue des Plâtrières,Paris 20e,13-22 €
426,Kevin,Théâtre du Rond-Point,<b>Du 23 avril 2024 au 11 mai 2024</b>,5 rue des Plâtrières,Paris 20e,34 €
427,Abysses,Le Centquatre (104),<b>Du 18 janvier 2024 au 20 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
428,Item,Théâtre de l'Aquarium - Cartoucherie,<b>Du 15 mars 2024 au 24 mars 2024</b>,5 rue des Plâtrières,Paris 20e,13-24 €
429,Portrait d'une femme,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 8 février 2024 au 18 février 2024</b>,5 rue des Plâtrières,Paris 20e,11-24 €
430,Abysses,Théâtre 13 - Bibliothèque,<b>Du 28 février 2024 au 9 mars 2024</b>,5 rue des Plâtrières,Paris 20e,28 €
431,Farben,Le Mouffetard - Théâtre des arts de la marionnette,<b>Du 17 janvier 2024 au 27 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,14-22 €
432,Nous étions la forêt,L'Étoile du Nord,<b>Le 27 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,6 €
433,Le Portrait de Dorian Gray,Laurette Théâtre,<b>Du 13 janvier 2024 au 30 mars 2024</b>,5 rue des Plâtrières,Paris 20e,14-20 €
434,Futur,Les Plateaux sauvages,<b>Du 29 janvier 2024 au 10 février 2024</b>,5 rue des Plâtrières,Paris 20e,6-33 €
435,"Antigone II, Métro Charonne le 8 février 1962",Théâtre Mélo d'Amélie,<b>Du 24 septembre 2023 au 28 avril 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-29 €
436,19.5 :  Le dix-neuvième en cinq actes,Théâtre L'Essaïon,<b>Du 15 novembre 2023 au 28 février 2024</b>,80 allée Darius-Milhaud,Paris 19e,13-28 €
437,Un mois à la campagne,Théâtre du Nord-Ouest,<b>À partir du  2 septembre 2021.</b>,80 allée Darius-Milhaud,Paris 19e,unknown
438,Le Pain de ménage,Théâtre du Nord-Ouest,<b>Du 12 mai 2023 au 2 janvier 2024</b>,80 allée Darius-Milhaud,Paris 19e,unknown
439,Michaël Louchart : Un père à aimer,La Divine Comédie,<b>Du 19 septembre 2023 au 24 avril 2024</b>,80 allée Darius-Milhaud,Paris 19e,15-28 €
440,Salomon Abramovski roi d'Angleterre !,Les Rendez-Vous d'Ailleurs,<b>Du 30 septembre 2023 au 31 décembre 2023</b>,80 allée Darius-Milhaud,Paris 19e,unknown
441,Les Possédés d'Illfurth,Théâtre du Rond-Point,<b>Du 14 mai 2024 au 1 juin 2024</b>,80 allée Darius-Milhaud,Paris 19e,34 €
442,Cavalières,La Colline - Théâtre national,<b>Du 5 mars 2024 au 31 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-36 €
443,Voyage d'un Arlequin contemporain,Théâtre L'Essaïon,<b>Du 13 janvier 2024 au 6 avril 2024</b>,80 allée Darius-Milhaud,Paris 19e,13-22 €
444,Fantômes,Théâtre de la Ville - Sarah Bernhardt,<b>Du 27 février 2024 au 9 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,unknown
445,La Tour de la défense,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 25 avril 2024 au 12 mai 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-24 €
446,Jamais deux sans douze,Théâtre Douze,<b>Du 7 mars 2024 au 10 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,16 €
447,Inconnu à cette adresse,Théâtre Douze,<b>Du 25 avril 2024 au 5 mai 2024</b>,80 allée Darius-Milhaud,Paris 19e,16 €
448,ADN : Alexandra David-Néel,Théâtre de l'Île Saint-Louis,<b>Du 4 novembre 2023 au 23 décembre 2023</b>,80 allée Darius-Milhaud,Paris 19e,unknown
449,Eva Peron,Théâtre Darius Milhaud,<b>Du 11 novembre 2023 au 27 janvier 2024</b>,80 allée Darius-Milhaud,Paris 19e,13-15 €
450,Painkiller,La Colline - Théâtre national,<b>Du 6 mars 2024 au 30 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-36 €
451,Porn For The Blind,Théâtre des Béliers Parisiens,<b>Du 21 janvier 2024 au 11 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,30-40 €
452,"Les Petits Chevaux, une histoire d'enfants des Lebensborn",Théâtre de la Reine Blanche,<b>Du 10 février 2024 au 9 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-28 €
453,Le Moment psychologique,La Scala Paris,<b>Du 1 février 2024 au 11 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,15-46 €
454,PUNK.E.S,La Scala Paris,<b>Du 27 mars 2024 au 6 avril 2024</b>,6 rue Pierre-au-Lard,Paris 4e,15-46 €
455,L'Addition,Théâtre Silvia Monfort,<b>Du 30 janvier 2024 au 3 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
456,Huit rois (nos présidents) - Intégrale,Théâtre 13 - Glacière,<b>Du 15 juin 2024 au 29 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,50 €
457,Nos âmes faibles,La Manufacture des Abbesses,<b>Du 22 janvier 2024 au 14 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
458,Alexandra et Dominique Duvivier - Signatures,Le Double Fond,<b>Du 22 mars 2024 au 19 juillet 2024</b>,6 rue Pierre-au-Lard,Paris 4e,unknown
459,Brasser de l'air et s'envoler,La Flèche,<b>Du 10 janvier 2024 au 13 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-22 €
460,Le Tissu des rêves,Théâtre Darius Milhaud,<b>Du 13 janvier 2024 au 16 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-20 €
461,Les Doubles Vies de Sarah Bernhardt,Théâtre Darius Milhaud,<b>Du 10 décembre 2023 au 31 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-15 €
462,Le Journal d'un fou,Théâtre L'Essaïon,<b>Du 19 avril 2024 au 27 juillet 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-28 €
463,Old up,Théâtre de la Reine Blanche,<b>Du 17 janvier 2024 au 18 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-22 €
464,"Jean Zay, l'homme complet",Théâtre L'Essaïon,<b>Du 16 janvier 2024 au 26 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-28 €
465,La Meringue du souterrain,Théâtre du Rond-Point,<b>Du 5 juin 2024 au 15 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,34 €
466,Poings,Théâtre Silvia Monfort,<b>Du 26 avril 2024 au 4 mai 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
467,Dispak Dispac'h,Théâtre Silvia Monfort,<b>Du 21 mars 2024 au 31 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,unknown
468,RAPT,Le Centquatre (104),<b>Du 24 janvier 2024 au 27 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,15-22 €
469,Huit rois (nos présidents) - J. Chirac / F. Mitterrand,Théâtre 13 - Glacière,<b>Du 14 juin 2024 au 27 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,28 €
470,Tellement sympa,IVT - International Visual Théâtre,<b>Du 5 mars 2024 au 18 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,7-28 €
471,Une vampire au soleil,Théâtre Dunois,<b>Du 27 février 2024 au 9 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-18 €
472,Dr Jekyll and Mr Hyde,Alhambra,<b>Le 14 mai 2024</b>,6 rue Pierre-au-Lard,Paris 4e,24 €
473,Sur les ruines de Babel L,La Divine Comédie,<b>Du 8 janvier 2024 au 12 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,18-23 €
474,Okiss,La Flèche,<b>Du 13 janvier 2024 au 16 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-22 €
475,Le Cri,Théâtre Darius Milhaud,<b>Du 9 janvier 2024 au 26 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-20 €
476,La nuit c'est comme ça,Les Plateaux sauvages,<b>Du 22 avril 2024 au 30 avril 2024</b>,6 rue Pierre-au-Lard,Paris 4e,6-33 €
477,Armande Sanseverino / Gaël Germain : En pièce jointe,Les Plateaux sauvages,<b>Du 13 mai 2024 au 17 mai 2024</b>,6 rue Pierre-au-Lard,Paris 4e,6-33 €
478,Marcus,Comédie Bastille,<b>Du 16 septembre 2023 au 30 décembre 2023</b>,6 rue Pierre-au-Lard,Paris 4e,13-43 €
479,Pôvre vieille démocrasseuse,Théâtre L'Essaïon,<b>Du 8 octobre 2023 au 14 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-28 €
480,Adieu Marquise,Théâtre du Nord-Ouest,<b>À partir du  29 décembre 2022.</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,unknown
481,L'Ingénu,Théâtre L'Essaïon,<b>Du 1 mars 2024 au 31 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,13-28 €
482,Artaud passion,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 22 février 2024 au 10 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-24 €
483,Un soir avec... Charles Berling,Théâtre des Mathurins,<b>Le 29 janvier 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,13-29 €
484,Le Papier peint jaune,Théâtre de la Reine Blanche,<b>Du 13 mars 2024 au 14 avril 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-22 €
485,Looking for Jaurès,Théâtre L'Essaïon,<b>Du 23 janvier 2024 au 2 avril 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,16-28 €
486,"Quand je serai grande... tu seras une femme, ma fille",Théâtre L'Essaïon,<b>Le 27 janvier 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-28 €
487,Calek,La Scala Paris,<b>Du 27 janvier 2024 au 4 février 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,19-28 €
488,Qui a besoin du ciel,Le Centquatre (104),<b>Du 25 janvier 2024 au 10 février 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,15-22 €
489,Il faut rendre à Césaire,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 16 mai 2024 au 26 mai 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-24 €
490,Dreyfus,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 27 janvier 2024 au 3 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-24 €
491,L’Abolition des privilèges,Théâtre 13 - Bibliothèque,<b>Du 20 mars 2024 au 30 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,28 €
492,Clôture de l'amour,Théâtre 14,<b>Du 23 avril 2024 au 4 mai 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-28 €
493,Heroe(s) 2,Théâtre Dunois,<b>Du 9 janvier 2024 au 16 janvier 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-18 €
494,Il faudra que tu m’aimes le jour où j’aimerai pour la première fois sans toi,Théâtre Paris-Villette,<b>Du 8 mars 2024 au 24 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,14-26 €
495,Gelsomina,À la Folie Théâtre,<b>Du 7 janvier 2024 au 5 mai 2024</b>,23 rue de la Huchette,Paris 5e,18-24 €
496,Le Prince à la tête de coton,La Flèche,<b>Du 13 janvier 2024 au 16 mars 2024</b>,23 rue de la Huchette,Paris 5e,16-22 €
497,Et tu n'es pas revenu,Théâtre du Nord-Ouest,<b>À partir du  27 mars 2023.</b>,23 rue de la Huchette,Paris 5e,unknown
498,Confidences,Théâtre du Nord-Ouest,<b>Du 23 juin 2023 au 29 décembre 2023</b>,23 rue de la Huchette,Paris 5e,unknown
499,Montée aux calvaires,Théâtre Darius Milhaud,<b>Du 15 décembre 2023 au 26 janvier 2024</b>,23 rue de la Huchette,Paris 5e,13-15 €
500,L'Homme et son pantalon,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 11 avril 2024 au 21 avril 2024</b>,23 rue de la Huchette,Paris 5e,11-24 €
501,Le Premier Sexe ou la grosse arnaque de la virilité,Théâtre de la Reine Blanche,<b>Du 2 juin 2024 au 9 juin 2024</b>,23 rue de la Huchette,Paris 5e,11-22 €
502,L'Aquoiboniste,Le Théâtre Libre,<b>Du 1 février 2024 au 24 mars 2024</b>,23 rue de la Huchette,Paris 5e,25 €
503,La Femme à qui rien n'arrive,La Scala Paris,<b>Du 6 février 2024 au 20 mars 2024</b>,23 rue de la Huchette,Paris 5e,25 €
504,"Ana, une jeune femme au camp",Comédie Saint-Michel,<b>Du 18 novembre 2023 au 7 janvier 2024</b>,23 rue de la Huchette,Paris 5e,22-35 €
505,Inadaptés,Comédie Nation,<b>Du 5 janvier 2024 au 9 février 2024</b>,23 rue de la Huchette,Paris 5e,16-22 €
506,SPERM,Théâtre de la Reine Blanche,<b>Du 2 avril 2024 au 11 mai 2024</b>,23 rue de la Huchette,Paris 5e,11-22 €
507,La Fête du slip,Théâtre de la Reine Blanche,<b>Du 8 mai 2024 au 14 juin 2024</b>,23 rue de la Huchette,Paris 5e,11-22 €
508,Monsieur Henri raconte,Le Funambule Montmartre,<b>Du 17 janvier 2024 au 1 mai 2024</b>,23 rue de la Huchette,Paris 5e,11-33 €
509,Paroles de parents,Théâtre de la Huchette,<b>Du 15 janvier 2024 au 12 février 2024</b>,23 rue de la Huchette,Paris 5e,23 €
510,Rossignol à la langue pourrie,Théâtre L'Essaïon,<b>Du 28 janvier 2024 au 18 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16-28 €
511,LIVE,Théâtre de la Ville - Sarah Bernhardt,<b>Du 17 février 2024 au 23 février 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
512,En travers de sa gorge,Théâtre du Rond-Point,<b>Du 6 mars 2024 au 16 mars 2024</b>,2 bis passage Ruelle,Paris 18e,42 €
513,Une saison de machettes,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 25 avril 2024 au 12 mai 2024</b>,2 bis passage Ruelle,Paris 18e,11-24 €
514,Qui a peur ?,Théâtre 14,<b>Du 7 mai 2024 au 25 mai 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
515,Les Enchantements,Théâtre Ouvert,<b>Du 15 janvier 2024 au 27 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,9-15 €
516,Corde. raide,Théâtre de la Tempête - Cartoucherie,<b>Du 19 avril 2024 au 5 mai 2024</b>,2 bis passage Ruelle,Paris 18e,11-26 €
517,Brady,L'Étoile du Nord,<b>Le 2 février 2024</b>,2 bis passage Ruelle,Paris 18e,6 €
518,Michetonneuse,Apollo Théâtre,<b>Du 18 janvier 2024 au 31 mars 2024</b>,2 bis passage Ruelle,Paris 18e,24-29 €
519,Mars Exploration,Les Plateaux sauvages,<b>Du 11 janvier 2024 au 19 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,6-33 €
520,Nous ne sommes plus...,Les Plateaux sauvages,<b>Du 28 février 2024 au 12 mars 2024</b>,2 bis passage Ruelle,Paris 18e,6-33 €
521,Merci pour la lumière,Comédie des Trois Bornes,<b>Du 16 septembre 2023 au 27 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,15 €
522,Holyshit !,Théâtre de la Reine Blanche,<b>Du 13 février 2024 au 23 mars 2024</b>,2 bis passage Ruelle,Paris 18e,11-22 €
523,Riveraines,Théâtre de la Reine Blanche,<b>Du 14 mai 2024 au 15 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-22 €
524,Flammes de science - Prix No'Bell,Théâtre de la Reine Blanche,<b>Du 27 mars 2024 au 25 avril 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
525,Lettres non-écrites,Théâtre du Rond-Point,<b>Du 23 avril 2024 au 27 avril 2024</b>,36 rue Bichat,Paris 10e,16 €
526,Contes d'État,Théâtre de la Cité Internationale - Cité Internationale Universitaire,<b>Du 29 février 2024 au 23 mars 2024</b>,36 rue Bichat,Paris 10e,18 €
527,Céline,Le Centquatre (104),<b>Du 18 janvier 2024 au 20 janvier 2024</b>,36 rue Bichat,Paris 10e,11-16 €
528,Barbara (par Barbara),Le Centquatre (104),<b>Du 7 février 2024 au 9 février 2024</b>,36 rue Bichat,Paris 10e,13-20 €
529,Pères,Le Centquatre (104),<b>Du 25 janvier 2024 au 27 janvier 2024</b>,36 rue Bichat,Paris 10e,unknown
