nom,heure,date,etablissement,prix,adresse,commune,geo
Chasse gardée,11:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Chasse gardée,13:50,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Chasse gardée,15:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Chasse gardée,18:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Chasse gardée,20:10,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Jeff Panacloc : À la poursuite de Jean-Marc,09:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Jeff Panacloc : À la poursuite de Jean-Marc,11:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Jeff Panacloc : À la poursuite de Jean-Marc,13:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Jeff Panacloc : À la poursuite de Jean-Marc,15:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Jeff Panacloc : À la poursuite de Jean-Marc,17:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Jeff Panacloc : À la poursuite de Jean-Marc,19:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Inséparables,11:15,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Perfect Days,14:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Perfect Days,16:30,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Perfect Days,19:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,11:15,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,14:30,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,18:10,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Sirocco et le Royaume des courants d’air,09:40,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Sirocco et le Royaume des courants d’air,11:20,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Sirocco et le Royaume des courants d’air,13:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Grand magasin,11:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Grand magasin,12:35,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Winter Break,11:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Winter Break,13:40,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Winter Break,16:20,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Winter Break,19:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Voyage au pôle sud,10:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Voyage au pôle sud,12:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Voyage au pôle sud,14:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Voyage au pôle sud,16:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Voyage au pôle sud,18:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Voyage au pôle sud,19:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Garçon et le héron,14:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Garçon et le héron,16:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Garçon et le héron,19:15,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Past Lives – Nos vies d’avant,13:15,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Past Lives – Nos vies d’avant,15:30,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Past Lives – Nos vies d’avant,17:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Past Lives – Nos vies d’avant,20:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Une équipe de rêve,09:40,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Une équipe de rêve,11:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Une équipe de rêve,13:50,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Une équipe de rêve,15:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Une équipe de rêve,18:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Une équipe de rêve,20:05,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Mars Express,10:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Mars Express,12:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Mars Express,14:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Mars Express,16:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Mars Express,18:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Mars Express,19:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Colons,09:40,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Colons,11:50,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Colons,13:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Colons,15:50,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Colons,17:55,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Colons,20:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Killers of the Flower Moon,15:30,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Anatomie d’une chute,19:50,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Rat scélérat,11:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Les Amis animaux,10:00,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Livre de la Jungle,09:45,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Le Livre de la Jungle,11:30,24/12,MK2 BIBLIOTHEQUE,variable,128 A 162 AVENUE DE FRANCE,Paris 13e Arrondissement,"48.833718,2.373922"
Wish - Asha et la bonne étoile,09:50,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,11:55,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,14:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,16:05,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,18:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,20:15,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,10:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,11:50,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,13:40,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,15:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,17:25,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,19:20,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,10:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,12:20,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,14:45,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,17:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,19:35,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,09:55,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,11:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,12:20,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,13:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,14:45,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,16:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,17:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,18:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,19:35,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
La Tresse,10:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,10:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,11:05,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,12:35,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,13:45,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,15:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,16:25,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,17:50,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,19:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Napoleon,17:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,10:20,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,12:40,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,15:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,17:25,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,19:45,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Soudain seuls,14:45,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Soudain seuls,17:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Soudain seuls,19:35,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Jeff Panacloc : À la poursuite de Jean-Marc,10:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Jeff Panacloc : À la poursuite de Jean-Marc,12:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Jeff Panacloc : À la poursuite de Jean-Marc,14:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Jeff Panacloc : À la poursuite de Jean-Marc,16:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Jeff Panacloc : À la poursuite de Jean-Marc,20:15,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Inséparables,13:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Inséparables,15:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Perfect Days,11:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,11:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,14:15,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Winter Break,13:45,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Winter Break,16:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Winter Break,19:15,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,10:15,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,12:10,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,14:05,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,16:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,17:55,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,19:50,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,10:20,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,12:40,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,15:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,17:20,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,19:40,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une équipe de rêve,10:40,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une équipe de rêve,13:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une équipe de rêve,15:15,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une équipe de rêve,17:30,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une équipe de rêve,19:50,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Mon ami robot,11:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Coco,18:00,24/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,11:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wish - Asha et la bonne étoile,14:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wish - Asha et la bonne étoile,16:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Migration,11:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Migration,13:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Migration,15:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Migration,17:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Trois Mousquetaires : Milady,10:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Trois Mousquetaires : Milady,11:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Trois Mousquetaires : Milady,13:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Trois Mousquetaires : Milady,16:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Trois Mousquetaires : Milady,19:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wonka,11:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wonka,14:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wonka,16:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wonka,16:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wonka,18:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Wonka,19:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Noël Joyeux,17:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Aquaman et le Royaume perdu,10:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Aquaman et le Royaume perdu,13:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Aquaman et le Royaume perdu,13:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Aquaman et le Royaume perdu,16:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Aquaman et le Royaume perdu,18:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Aquaman et le Royaume perdu,19:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Chasse gardée,10:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Chasse gardée,12:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Chasse gardée,15:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Chasse gardée,17:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Chasse gardée,20:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Soudain seuls,19:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Jeff Panacloc : À la poursuite de Jean-Marc,11:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Jeff Panacloc : À la poursuite de Jean-Marc,13:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Jeff Panacloc : À la poursuite de Jean-Marc,15:50,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Jeff Panacloc : À la poursuite de Jean-Marc,18:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Jeff Panacloc : À la poursuite de Jean-Marc,20:10,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
L'Incroyable Noël de Shaun le mouton,10:15,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Inséparables,10:45,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Inséparables,13:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Les Inséparables,15:00,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
Bâtiment 5,19:30,24/12,GAUMONT AQUABOULEVARD,variable,8/16 RUE DU COLONEL PIERRE AVIA,Paris 15e Arrondissement,"48.830408,2.276322"
