,Unnamed: 0,nom,etablissement,Date,adresse,commune,prix,coordonnees
275,275,« Didon et Énée » de Purcell / « Jephté » de Carissimi,Théâtre des Champs-Élysées,Jeudi 8 Février : 19h30,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)"
276,276,Maxime Sauze,Église Saint-Éphrem,Jeudi 8 Février : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
277,277,Chœur de Grenelle,Église Saint-Roch,Jeudi 8 Février : 20h30,"296 rue Saint-Honoré, Paris, France",Paris 1er,unknown,"(2.332239, 48.864954)"
278,278,Teva Mazoyer,Église Saint-Éphrem,Vendredi 9 Février : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
279,279,Ballades musicales,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 10 Février : 15h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
280,280,Adrien Polycarpe,Église Saint-Éphrem,"Samedi 10 Février : 16h30, Mardi 13 Février : 19h00","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
281,281,Gautier Capuçon et Daniil Trifonov,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 10 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
282,282,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 10 Février : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
283,283,Le Monde de Ravel,Auditorium Patrick Devedjian - La Seine Musicale,Samedi 10 Février : 20h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
284,284,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 10 Février : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
285,285,Adam Laloum,Théâtre des Champs-Élysées,Dimanche 11 Février : 11h00,"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)"
286,286,Remi Masunaga,Église Saint-Éphrem,Dimanche 11 Février : 16h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
287,287,West Side Story & Porgy and Bess,Auditorium Patrick Devedjian - La Seine Musicale,Dimanche 11 Février : 16h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
288,288,Adriana von Franqué,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 11 Février : 17h00,"27 boulevard Jourdan, Paris, France",Paris 14e,unknown,"(2.337324, 48.820425)"
289,289,Illya Amar,Église Saint-Pierre de Montmartre,Dimanche 11 Février : 18h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
290,290,Natasha Kadyrova,Église Saint-Éphrem,Lundi 12 Février : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
291,291,"Anna Prohaska, Lars Eidinger et Eric Schneider",Athénée Théâtre Louis-Jouvet,Lundi 12 Février : 20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)"
292,292,The Beggar's Ensemble,La Scala Paris,Mardi 13 Février : 19h30,"13 boulevard de Strasbourg, Paris, France",Paris 10e,unknown,"(2.354572, 48.870299)"
293,293,Beatrice Rana,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 13 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
294,294,Antonin Bonnet et Krzysztof Michalski,Église Saint-Éphrem,Mercredi 14 Février : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
295,295,Stéphane Degout et Alain Planès,Opéra Comique,Mercredi 14 Février : 20h00,"1 place Boïeldieu, Paris, France",Paris 2e,21-55 €,"(2.337655, 48.870671)"
296,296,« L'Orfeo » de Monteverdi,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 14 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
297,297,Orchestre Les Violons de France,Église de la Madeleine,Mercredi 14 Février : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
298,298,Loann Fourmental,Église Saint-Éphrem,Jeudi 15 Février : 19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
299,299,Mahler : Symphonie n°6,Maison de la Radio et de la Musique,Vendredi 16 Février : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
300,300,Antonin Bonnet,Église Saint-Éphrem,Vendredi 16 Février : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
301,301,Adrien Polycarpe,Église Saint-Éphrem,"Samedi 17 Février : 17h30, Mardi 20 Février : 19h00","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
302,302,Orchestre Les Solistes français et Paul Rouger,Église Saint-Germain-des-Prés,Samedi 17 Février : 20h30,"Place Saint-Germain des Prés, Paris, France",Paris 6e,unknown,"(2.333399, 48.854182)"
303,303,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Samedi 17 Février : 20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)"
304,304,Métamorphoses,Opéra Garnier,Dimanche 18 Février : 12h00,"place de l'Opéra, Paris, France",Paris 9e,39 €,"(2.332168, 48.871117)"
305,305,Orchestre Les Solistes français et Paul Rouger,Église Saint-Louis-en-l'Île,Dim 18 Février : 16h00,"19 bis rue Saint-Louis-en-l'Île, Paris, France",Paris 4e,unknown,"(2.357978, 48.85127)"
306,306,Remi Masunaga,Église Saint-Éphrem,Dimanche 18 Février : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
307,307,Émilie Clément-Planche et Anastasie Jeanne,Église Saint-Pierre de Montmartre,Dimanche 18 Février : 18h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
308,308,Remi Masunaga,Église Saint-Éphrem,Lundi 19 Février : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
309,309,Plamena Mangova,Maison de la Radio et de la Musique,Mardi 20 Février : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
310,310,Elio di Tanna,Église Saint-Éphrem,Mercredi 21 Février : 17h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
311,311,Thibaut Maudry et Adrien Polycarpe,Église Saint-Éphrem,Jeudi 22 Février : 19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
312,312,"Haendel, les grands airs d'opéra",Maison de la Radio et de la Musique,Jeudi 22 Février : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
313,313,Orchestre Les Violons de France,Église de la Madeleine,Vendredi 23 Février : 19h30,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
314,314,Pascal Mantin,Église Saint-Éphrem,Vendredi 23 Février : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
315,315,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 23 Février : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
316,316,Antonin Bonnet,Église Saint-Éphrem,Samedi 24 Février : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
317,317,Remi Masunaga,Église Saint-Éphrem,Samedi 24 Février : 19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
318,318,Katia Weimann et Christian Hohn,L'Accord Parfait,Samedi 24 Février : 20h00,"47 rue Ramey, Paris, France",Paris 18e,unknown,"(2.345913, 48.889739)"
319,319,Orchestre Paris Classik et Bertrand Cervera,Église Saint-Germain-des-Prés,Samedi 24 Février : 20h30,"Place Saint-Germain des Prés, Paris, France",Paris 6e,unknown,"(2.333399, 48.854182)"
320,320,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Samedi 24 Février : 20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)"
321,321,Les Matins du National,Maison de la Radio et de la Musique,Dimanche 25 Février : 11h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
322,322,Ensemble Hélios et Chœur Hélios éphémère,Église Saint-Louis-en-l'Île,Dim 25 Février : 15h00,"19 bis rue Saint-Louis-en-l'Île, Paris, France",Paris 4e,22-44 €,"(2.357978, 48.85127)"
323,323,"Élisa Huteau, Thibaut Maudry et Adrien Polycarpe",Église Saint-Éphrem,Dimanche 25 Février : 17h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
324,324,Violette Erhart,Comédie Nation,Dimanche 25 Février : 19h00,"77 rue de Montreuil, Paris, France",Paris 11e,16-22 €,"(2.431276, 48.85716)"
325,325,Natasha Kadyrova,Église Saint-Éphrem,Lundi 26 Février : 17h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
326,326,Piotr Anderszewski,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 26 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
327,327,Airs italiens,Salle des concerts - Cité de la Musique-Philharmonie,Lundi 26 Février : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
328,328,"Allan Clayton, George Humphreys, Christopher Lowrey et Julius Drake",Athénée Théâtre Louis-Jouvet,Lundi 26 Février : 20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)"
329,329,Hungarian Rock,Théâtre des Bouffes du Nord,Lundi 26 Février : 20h00,"37 bis bd de la Chapelle, Paris, France",Paris 10e,unknown,"(2.358623, 48.884177)"
330,330,Orchestre Lamoureux et Gautier Capuçon,L'Olympia,Lun 26 Février : 20h30,"28 boulevard des Capucines, Paris, France",Paris 9e,unknown,"(2.328364, 48.870152)"
331,331,Adrien Polycarpe,Église Saint-Éphrem,Mardi 27 Février : 19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
332,332,Sunwook Kim et Clara-Jumi Kang,Théâtre des Champs-Élysées,Mardi 27 Février : 20h00,"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)"
333,333,Camerata Salzburg et Janine Jansen,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 27 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
334,334,Classicismes,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 27 Février : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
335,335,Franz Schubert / Emilie Mayer,Auditorium Patrick Devedjian - La Seine Musicale,Mardi 27 Février : 20h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
336,336,Elio di Tanna,Église Saint-Éphrem,Mercredi 28 Février : 17h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
337,337,Franz Schubert / Emilie Mayer,Auditorium Patrick Devedjian - La Seine Musicale,Mercredi 28 Février : 19h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
338,338,Ballets russes,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 28 Février : 20h00, Jeudi 29 Février : 20h00","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
339,339,Quatuor Ébène,Maison de la Radio et de la Musique,Mercredi 28 Février : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
340,340,Maxime Sauze,Église Saint-Éphrem,"Jeudi 29 Février : 19h00, Mardi 5 Mars : 19h00","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
341,341,Orchestre Les Violons de France,Église de la Madeleine,Jeudi 29 Février : 19h30,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
342,342,Igor Levit,Théâtre des Champs-Élysées,Jeudi 29 Février : 20h00,"15 avenue Montaigne, Paris, France",Paris 8e,24-61 €,"(2.303279, 48.865672)"
343,343,Avant-scènes,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 29 Février : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
344,344,Holst : Les Planètes,Maison de la Radio et de la Musique,Jeudi 29 Février : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
345,345,Vous avez dit classique ?,Théâtre Victor-Hugo,Jeudi 29 Février : 20h30,"14 avenue Victor-Hugo, Paris, France",Bagneux,7-31 €,"(2.292025, 48.872636)"
346,346,András Schiff,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 1er Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
347,347,Pascal Mantin,Église Saint-Éphrem,Vendredi 1er Mars : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
348,348,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 1er Mars : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
349,349,Les Clefs de l'orchestre de Jean-François Zygel,Maison de la Radio et de la Musique,"Samedi 2 Mars : 14h30, 20h00","116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
350,350,Con brio,Salle Gaveau,Samedi 2 Mars : 16h00,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)"
351,351,Natasha Kadyrova,Église Saint-Éphrem,Samedi 2 Mars : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
352,352,Francesco Piemontesi,Théâtre des Champs-Élysées,Samedi 2 Mars : 20h00,"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)"
353,353,Gewandhausorchester Leipzig et Leonidas Kavakos,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 2 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
354,354,God Save the King!,Opéra de Massy,Samedi 2 Mars : 20h00,"1 place de France, Paris, France",Massy,unknown,"(2.387787, 48.831852)"
355,355,André Rieu,Accor Arena,Samedi 2 Mars : 20h00,"8 boulevard de Bercy, Paris, France",Paris 12e,unknown,"(2.37777, 48.839223)"
356,356,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 2 Mars : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
357,357,Orchestre Les Solistes français et Paul Rouger,Église Saint-Germain-des-Prés,Samedi 2 Mars : 20h30,"Place Saint-Germain des Prés, Paris, France",Paris 6e,unknown,"(2.333399, 48.854182)"
358,358,Orchestre Hélios et Glen Rouxel,Église Saint-Louis-en-l'Île,Sam 2 Mars : 20h45,"19 bis rue Saint-Louis-en-l'Île, Paris, France",Paris 4e,22-44 €,"(2.357978, 48.85127)"
359,359,"Quatuor Prazak, François Dumont et Frédéric Alcaraz",Théâtre des Champs-Élysées,Dimanche 3 Mars : 11h00,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)"
360,360,Gewandhausorchester Leipzig,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 3 Mars : 16h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
361,361,Umberto Realino,Chapelle Saint-Louis de la Salpêtrière,Dimanche 3 Mars : 16h00,"83 boulevard de l'Hôpital, Paris, France",Paris 13e,unknown,"(2.361165, 48.838609)"
362,362,Timothée Marcel et Elio di Tanna,Église Saint-Éphrem,Dimanche 3 Mars : 17h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
363,363,Oxalis Quartett,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 3 Mars : 17h00,"27 boulevard Jourdan, Paris, France",Paris 14e,unknown,"(2.337324, 48.820425)"
364,364,« Les Pêcheurs de perles » de Bizet,Théâtre des Champs-Élysées,Lundi 4 Mars : 19h30,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)"
365,365,Denis Podalydès raconte les Invalides,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 4 Mars : 20h00,"129 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)"
366,366,Adrien Polycarpe,Église Saint-Éphrem,Lundi 4 Mars : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
367,367,Mami Sakato,Maison de la Radio et de la Musique,Mardi 5 Mars : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
368,368,Elio di Tanna,Église Saint-Éphrem,"Mercredi 6 Mars : 19h30, Mardi 12 Mars : 20h00","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
369,369,Seong-Jin Cho,Théâtre des Champs-Élysées,Mercredi 6 Mars : 20h00,"15 avenue Montaigne, Paris, France",Paris 8e,26-52 €,"(2.303279, 48.865672)"
370,370,Orchestre de Paris et Yunchan Lim,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 6 Mars : 20h00, Jeudi 7 Mars : 20h00","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
371,371,Trio Goldberg,ECUJE,Mercredi 6 Mars : 20h00,"119 rue La Fayette, Paris, France",Paris 10e,unknown,"(2.352993, 48.878354)"
372,372,Les grands chœurs d'opéra,Auditorium Patrick Devedjian - La Seine Musicale,Mercredi 6 Mars : 20h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,30-62 €,"(2.365269, 48.891683)"
373,373,Roger Muraro et Lambert Wilson,Auditorium Patrick Devedjian - La Seine Musicale,Jeudi 7 Mars : 20h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
374,374,Orchestre Les Violons de France,Église de la Madeleine,Jeudi 7 Mars : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
375,375,Orchestre du Conservatoire de Paris et Akiko Suwanai,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 8 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
376,376,Ravel : Concerto en sol,Maison de la Radio et de la Musique,Vendredi 8 Mars : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
377,377,Adrien Polycarpe,Église Saint-Éphrem,Vendredi 8 Mars : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
378,378,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 8 Mars : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
379,379,Secret d'instrument,Musée de la Musique - Cité de la Musique-Philharmonie,Samedi 9 Mars : 15h30,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
380,380,Orane Donnadieu,Église Saint-Éphrem,Samedi 9 Mars : 18h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
381,381,Vous trouvez ça classique ? La Mer de Debussy,Auditorium Patrick Devedjian - La Seine Musicale,Samedi 9 Mars : 19h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
382,382,London Symphony Orchestra et Kirill Gerstein,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 9 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
383,383,Chorus Line #3,Maison de la Radio et de la Musique,Samedi 9 Mars : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
384,384,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Samedi 9 Mars : 20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)"
385,385,Maxim Emelyanychev et Aylen Pritchin,Théâtre des Champs-Élysées,Dimanche 10 Mars : 11h00,"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)"
386,386,Capriccio,Opéra Garnier,Dimanche 10 Mars : 12h00,"place de l'Opéra, Paris, France",Paris 9e,39 €,"(2.332168, 48.871117)"
387,387,London Symphony Orchestra et Isabelle Faust,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 10 Mars : 16h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
388,388,Philhar'intime,Maison de la Radio et de la Musique,Dimanche 10 Mars : 16h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
389,389,Natasha Kadyrova,Église Saint-Éphrem,Dimanche 10 Mars : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
390,390,Charpentier : Missa Assumpta est Maria,Chapelle royale - Château de Versailles,Dimanche 10 Mars : 17h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)"
391,391,Duo Maloney-Olivieri,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 10 Mars : 17h00,"27 boulevard Jourdan, Paris, France",Paris 14e,unknown,"(2.337324, 48.820425)"
392,392,Maxime Sauze,Église Saint-Éphrem,Lundi 11 Mars : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
393,393,Orchestre symphonique de la Radio suédoise et Maria João Pires,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 11 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
394,394,Quella fiamma !,Château de Versailles,Lundi 11 Mars : 20h00,"4 boulevard de la Reine, Paris, France",Versailles,unknown,"(2.354865, 48.837227)"
395,395,Béla par Bartók,Auditorium Patrick Devedjian - La Seine Musicale,Mardi 12 Mars : 19h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
396,396,Orchestre national d'Île-de-France et Boris Giltburg,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 12 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
397,397,Duel Liszt / Thalberg,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 12 Mars : 20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)"
398,398,Célia Oneto-Bensaïd,Auditorium de la Batterie,Mardi 12 Mars : 20h30,"1 rue de la Redoute, Paris, France",Guyancourt,25 €,"(-1.878433, 46.846114)"
399,399,Louis Lortie,Salle Gaveau,Mardi 12 Mars : 20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)"
400,400,Adrien Polycarpe,Église Saint-Éphrem,"Mercredi 13 Mars : 19h00, Mardi 19 Mars : 20h00","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
401,401,Rameau : L'Entretien des muses ,La Scala Paris,Mercredi 13 Mars : 19h30,"13 boulevard de Strasbourg, Paris, France",Paris 10e,unknown,"(2.354572, 48.870299)"
402,402,Rachmaninov : Leningrad,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 13 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
403,403,Bach / Mozart / Pärt,Maison de la Radio et de la Musique,Mercredi 13 Mars : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
404,404,« Carmen » de Bizet,Grande salle Pierre Boulez - Philharmonie de Paris,Jeudi 14 Mars : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
405,405,Beethoven : Symphonie n°6,Maison de la Radio et de la Musique,Jeudi 14 Mars : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
406,406,"Patricia Petibon : l'Amour, la Mort, la Mer",Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 14 Mars : 20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)"
407,407,Pascal Mantin,Église Saint-Éphrem,Vendredi 15 Mars : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
408,408,Chœur Éphata,Église Saint-Roch,"Vendredi 15 Mars : 20h30, Samedi 16 Mars : 20h30","296 rue Saint-Honoré, Paris, France",Paris 1er,unknown,"(2.332239, 48.864954)"
409,409,Alexis Grizard,Église Saint-Pierre de Montmartre,Samedi 16 Mars : 12h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
410,410,Remi Masunaga,Église Saint-Éphrem,Samedi 16 Mars : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
411,411,Purcell : Ode à sainte Cécile,Chapelle royale - Château de Versailles,Samedi 16 Mars : 19h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)"
412,412,Stravinsky : Petrouchka,Maison de la Radio et de la Musique,Samedi 16 Mars : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
413,413,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 16 Mars : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
414,414,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 16 Mars : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
415,415,Benjamin Grosvenor,Théâtre des Champs-Élysées,Dimanche 17 Mars : 11h00,"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)"
416,416,« La Walkyrie » de Wagner,Opéra royal - Château de Versailles,Dimanche 17 Mars : 15h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)"
