nom,heure,date,etablissement,prix,adresse,commune,geo
Soudain seuls,22:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Sirocco et le Royaume des courants d’air,10:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Sirocco et le Royaume des courants d’air,12:25,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Sirocco et le Royaume des courants d’air,14:15,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Napoleon,20:15,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Voyage au pôle sud,16:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Voyage au pôle sud,18:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Voyage au pôle sud,20:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Voyage au pôle sud,22:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Perfect Days,20:35,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Winter Break,16:20,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Winter Break,19:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Winter Break,21:40,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Vermines,09:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Vermines,12:05,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Vermines,14:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Vermines,17:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Vermines,19:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Vermines,22:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
L'Innocence,10:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
L'Innocence,14:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
L'Innocence,16:35,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
L'Innocence,19:10,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
L'Innocence,21:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Past Lives – Nos vies d’avant,17:15,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Past Lives – Nos vies d’avant,19:40,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Past Lives – Nos vies d’avant,22:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Mon ami robot,09:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Mon ami robot,12:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Mon ami robot,14:15,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Mon ami robot,16:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Mon ami robot,18:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Ma France à moi,09:40,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Ma France à moi,12:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Ma France à moi,14:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Ma France à moi,16:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Ma France à moi,18:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dream Scenario,10:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dream Scenario,13:15,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dream Scenario,15:30,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dream Scenario,17:45,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dream Scenario,20:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dream Scenario,22:10,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Dernier train pour Busan,20:00,28/12,UGC CINE CITE BERCY,variable,2 COUR SAINT-EMILION,Paris 12e Arrondissement,"48.833595,2.38604"
Migration,10:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,11:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,13:40,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,15:35,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,17:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,09:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,11:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,12:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,13:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,14:35,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,16:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,17:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,18:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,19:20,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,21:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wonka,21:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,10:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,12:20,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,14:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,17:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,19:35,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,20:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Trois Mousquetaires : Milady,22:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,10:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,13:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,15:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Wish - Asha et la bonne étoile,17:20,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,10:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,11:05,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,12:35,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,13:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,15:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,16:25,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,17:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,19:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Aquaman et le Royaume perdu,21:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,10:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,13:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,15:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,17:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,19:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Chasse gardée,22:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les Inséparables,11:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Jeff Panacloc : À la poursuite de Jean-Marc,12:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Kina & Yuk : renards de la banquise,10:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Kina & Yuk : renards de la banquise,12:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Kina & Yuk : renards de la banquise,14:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Kina & Yuk : renards de la banquise,16:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une affaire d'honneur,11:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une affaire d'honneur,13:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une affaire d'honneur,15:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une affaire d'honneur,17:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une affaire d'honneur,20:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Une affaire d'honneur,22:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Soudain seuls,17:25,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Soudain seuls,20:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les SEGPA au ski,10:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les SEGPA au ski,13:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les SEGPA au ski,15:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les SEGPA au ski,19:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Les SEGPA au ski,22:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,13:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,15:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Voyage au pôle sud,17:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Winter Break,19:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Winter Break,21:40,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,21:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Vermines,10:40,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Vermines,13:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Vermines,15:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Vermines,17:35,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Vermines,19:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Vermines,22:05,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
L'Innocence,11:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
L'Innocence,13:40,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
L'Innocence,16:20,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
L'Innocence,19:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
L'Innocence,21:40,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,18:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,19:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Past Lives – Nos vies d’avant,21:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Mon ami robot,10:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Mon ami robot,14:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Mon ami robot,16:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Mon ami robot,18:45,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dream Scenario,10:40,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dream Scenario,13:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dream Scenario,15:15,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dream Scenario,17:30,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dream Scenario,19:50,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dream Scenario,22:10,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Dernier train pour Busan,20:00,28/12,UGC CINE CITE LA DEFENSE,variable,LE DOME,Puteaux,"48.876233,2.242749"
Migration,12:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Migration,14:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Migration,16:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Migration,18:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wonka,13:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wonka,15:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wonka,18:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wonka,21:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les Trois Mousquetaires : Milady,13:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les Trois Mousquetaires : Milady,16:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les Trois Mousquetaires : Milady,19:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les Trois Mousquetaires : Milady,21:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wish - Asha et la bonne étoile,13:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wish - Asha et la bonne étoile,15:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Wish - Asha et la bonne étoile,17:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Aquaman et le Royaume perdu,13:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Aquaman et le Royaume perdu,13:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Aquaman et le Royaume perdu,16:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Aquaman et le Royaume perdu,16:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Aquaman et le Royaume perdu,18:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Aquaman et le Royaume perdu,21:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Chasse gardée,12:50,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Chasse gardée,15:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Chasse gardée,17:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Chasse gardée,19:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Chasse gardée,21:50,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Jeff Panacloc : À la poursuite de Jean-Marc,16:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Kina & Yuk : renards de la banquise,12:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Kina & Yuk : renards de la banquise,14:20,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Kina & Yuk : renards de la banquise,16:10,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Kina & Yuk : renards de la banquise,18:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Une affaire d'honneur,13:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Une affaire d'honneur,15:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Une affaire d'honneur,17:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Une affaire d'honneur,19:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Une affaire d'honneur,22:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Sirocco et le Royaume des courants d’air,12:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Sirocco et le Royaume des courants d’air,14:20,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Napoleon,20:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les SEGPA au ski,13:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les SEGPA au ski,15:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les SEGPA au ski,17:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les SEGPA au ski,19:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Les SEGPA au ski,22:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Voyage au pôle sud,18:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Voyage au pôle sud,20:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Voyage au pôle sud,22:10,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Perfect Days,19:10,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Perfect Days,21:45,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Winter Break,20:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Hunger Games: la Ballade du serpent et de l'oiseau chanteur,20:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Vermines,12:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Vermines,14:50,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Vermines,17:10,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Vermines,19:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Vermines,21:50,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Mon ami robot,13:00,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Mon ami robot,15:15,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
Mon ami robot,17:30,28/12,UGC CINE CITE PARIS 19,variable,166 BOULEVARD MAC DONALD,Paris 19e Arrondissement,"48.898991,2.376757"
